,Age,EdLevel,Gender,MainBranch,YearsCode,YearsCodePro,PreviousSalary,ComputerSkills,Employed
49484,>35,Master,Man,Dev,20,15,59352.0,2,0
49485,<35,Master,Man,Dev,6,5,35832.0,19,1
49486,<35,Master,Man,Dev,10,2,30708.0,14,1
49487,<35,Undergraduate,Man,Dev,8,2,14187.0,16,1
49488,<35,Undergraduate,Man,Dev,14,10,169000.0,13,0
49489,<35,Master,Man,Dev,18,11,109843.0,20,1
49490,<35,Undergraduate,Man,Dev,5,3,106793.0,6,0
49491,<35,Master,Man,NotDev,4,2,31410.0,5,0
49492,<35,Other,Man,Dev,14,8,155.0,10,0
49493,>35,Undergraduate,Man,Dev,29,20,53520.0,14,1
49494,<35,Master,Man,Dev,8,8,95979.0,14,1
49495,<35,Undergraduate,Man,Dev,5,2,17280.0,7,1
49496,<35,NoHigherEd,Man,Dev,18,13,25980.0,18,1
49497,>35,Master,Man,Dev,22,17,37116.0,8,0
49498,>35,NoHigherEd,Man,Dev,44,37,130000.0,19,1
49499,<35,Undergraduate,Man,Dev,13,9,76788.0,10,1
49500,<35,Master,Man,Dev,8,8,3869.0,13,0
49501,<35,Master,Woman,Dev,5,5,55988.0,9,0
49502,<35,Master,Woman,Dev,6,5,35832.0,12,0
49503,<35,Master,Man,Dev,10,0,58654.0,14,1
49504,<35,Master,Man,NotDev,9,4,73136.0,9,0
49505,<35,Other,Man,Dev,1,1,8964.0,17,1
49506,>35,Master,Man,Dev,24,18,51192.0,17,1
49507,<35,Undergraduate,Man,Dev,5,3,18960.0,19,1
49508,<35,Master,Man,Dev,10,5,111840.0,8,0
49509,>35,Master,Man,Dev,38,32,78084.0,10,1
49510,>35,Master,Man,Dev,15,5,9864.0,11,1
49511,<35,Undergraduate,Man,Dev,5,2,5388.0,13,0
49512,>35,Master,Man,Dev,37,25,138203.0,8,0
49513,<35,Master,Man,Dev,12,9,47990.0,4,0
49514,>35,Other,Man,Dev,18,15,60787.0,4,0
49515,<35,NoHigherEd,Man,Dev,4,1,6072.0,25,1
49516,<35,Master,Man,Dev,15,11,87448.0,20,1
49517,<35,Undergraduate,Man,Dev,3,1,48.0,9,1
49518,>35,Master,Man,Dev,8,3,59568.0,9,0
49519,<35,Other,Man,Dev,8,8,74460.0,17,1
49520,<35,Undergraduate,Man,Dev,4,0,5760.0,18,1
49521,>35,PhD,Man,NotDev,20,20,64008.0,22,1
49522,<35,Undergraduate,Man,Dev,10,3,175895.0,9,0
49523,<35,Undergraduate,Man,Dev,4,0,93078.0,23,1
49524,>35,Master,Man,Dev,23,2,41556.0,16,1
49525,<35,Undergraduate,Man,Dev,8,4,17952.0,27,1
49526,>35,Undergraduate,Man,NotDev,6,3,47990.0,4,0
49527,<35,Undergraduate,Woman,Dev,8,4,10524.0,5,0
49528,<35,Undergraduate,Man,NotDev,10,10,120000.0,11,0
49529,<35,Master,Man,NotDev,8,3,23871.0,1,0
49530,>35,PhD,Man,Dev,23,6,38388.0,4,0
49531,>35,Other,Man,Dev,31,21,206565.0,10,1
49532,<35,Other,Man,Dev,25,15,106644.0,10,1
49533,>35,Master,Man,Dev,37,32,40956.0,7,0
49534,>35,Undergraduate,Man,Dev,25,17,144787.0,18,1
49535,<35,Other,Man,Dev,16,12,67044.0,23,1
49536,>35,Undergraduate,Man,Dev,15,13,39564.0,27,1
49537,<35,Other,Man,Dev,12,5,43974.0,10,1
49538,<35,Other,Man,Dev,6,0,2412.0,9,1
49539,>35,Other,Man,Dev,25,16,43724.0,12,1
49540,>35,Other,Man,Dev,28,22,125639.0,13,0
49541,>35,NoHigherEd,Man,Dev,20,20,1884.0,17,1
49542,>35,Other,Man,NotDev,40,30,220000.0,7,0
49543,>35,Master,Man,Dev,33,25,51600.0,18,1
49544,<35,Undergraduate,Woman,Dev,12,8,60149.0,13,1
49545,>35,Master,Man,Dev,23,15,98112.0,16,1
49546,<35,Other,Man,Dev,3,1,5700.0,5,0
49547,<35,Undergraduate,Man,Dev,5,1,7776.0,14,1
49548,<35,NoHigherEd,Man,Dev,7,3,26556.0,13,1
49549,<35,Undergraduate,Man,Dev,14,10,90281.0,17,1
49550,<35,Undergraduate,Man,Dev,7,7,23220.0,7,0
49551,>35,NoHigherEd,Man,Dev,13,6,47743.0,12,1
49552,>35,Master,Man,Dev,4,1,50000.0,16,1
49553,<35,Undergraduate,Man,Dev,8,6,6552.0,47,1
49554,>35,Master,Man,Dev,19,14,87948.0,16,1
49555,<35,Undergraduate,Man,Dev,8,8,62820.0,18,1
49556,<35,Other,Man,Dev,8,0,13850.0,10,0
49557,<35,Undergraduate,Man,Dev,5,3,23871.0,14,1
49558,<35,Master,Man,Dev,2,0,59679.0,15,1
49559,<35,Undergraduate,Man,Dev,5,4,47493.0,21,1
49560,<35,Master,Man,Dev,8,4,101100.0,13,0
49561,<35,Undergraduate,Man,Dev,15,6,100511.0,19,1
49562,>35,Master,Man,Dev,19,16,4514.0,8,0
49563,>35,Undergraduate,Man,Dev,25,23,55455.0,22,1
49564,<35,Undergraduate,Man,Dev,15,11,99283.0,15,1
49565,<35,Undergraduate,Man,Dev,14,2,51189.0,6,0
49566,>35,Master,Man,Dev,20,16,150767.0,12,0
49567,<35,Undergraduate,Man,Dev,11,4,67845.0,12,0
49568,>35,Undergraduate,Man,Dev,12,10,74651.0,16,1
49569,<35,Master,Man,Dev,7,3,65000.0,18,1
49570,<35,Master,NonBinary,Dev,5,5,146998.0,3,0
49571,<35,Undergraduate,Woman,Dev,6,3,100000.0,11,0
49572,<35,Undergraduate,Man,Dev,6,3,44520.0,7,0
49573,>35,Master,Man,Dev,14,10,199428.0,7,1
49574,<35,Undergraduate,Man,Dev,4,3,30528.0,39,1
49575,>35,Master,Man,Dev,17,11,110446.0,18,1
49576,<35,Other,NonBinary,NotDev,12,8,150767.0,18,1
49577,<35,NoHigherEd,Man,Dev,5,2,35832.0,15,1
49578,<35,Other,NonBinary,Dev,6,3,44796.0,14,1
49579,>35,Other,Man,Dev,35,24,134445.0,10,0
49580,<35,Undergraduate,Man,Dev,12,4,44790.0,12,1
49581,>35,Undergraduate,Man,Dev,22,18,34896.0,12,1
49582,<35,Undergraduate,Man,Dev,8,6,143484.0,12,1
49583,<35,Master,Man,Dev,13,10,32243.0,12,1
49584,<35,Master,Man,NotDev,6,5,5568.0,3,0
49585,>35,Master,Man,Dev,8,5,117308.0,9,0
49586,>35,Other,Man,Dev,30,22,136650.0,28,1
49587,<35,Master,Woman,Dev,8,5,52728.0,8,0
49588,>35,Undergraduate,Man,Dev,20,15,83124.0,4,0
49589,<35,Master,Man,Dev,5,4,159966.0,16,1
49590,<35,Other,Man,Dev,10,7,34008.0,2,0
49591,<35,Undergraduate,Man,Dev,9,4,96180.0,38,1
49592,<35,Undergraduate,Woman,Dev,4,3,115000.0,21,1
49593,<35,Master,Man,Dev,12,10,57444.0,12,0
49594,<35,Undergraduate,Man,Dev,10,8,49908.0,8,1
49595,>35,Master,Man,Dev,14,6,47352.0,14,1
49596,>35,Master,Man,Dev,23,21,33780.0,8,0
49597,<35,Master,Man,Dev,7,5,93224.0,7,0
49598,>35,Master,Man,Dev,22,20,170000.0,16,1
49599,<35,Master,Man,Dev,13,9,30345.0,13,1
49600,>35,Master,Man,Dev,21,15,53322.0,9,0
49601,<35,Undergraduate,Man,Dev,12,10,99708.0,4,0
49602,<35,Master,Man,Dev,16,9,82116.0,12,1
49603,<35,Master,Man,Dev,13,4,59200.0,5,0
49604,>35,Other,Man,Dev,1,4,4260.0,5,0
49605,<35,Master,Man,Dev,10,8,18792.0,18,1
49606,>35,NoHigherEd,Man,Dev,42,35,85315.0,6,0
49607,<35,Undergraduate,Man,Dev,10,5,41568.0,14,0
49608,<35,NoHigherEd,Man,Dev,4,4,44400.0,21,1
49609,<35,Master,Man,Dev,2,2,14710.0,7,1
49610,<35,Undergraduate,Man,Dev,12,10,85104.0,16,1
49611,<35,NoHigherEd,Man,Dev,2,0,43974.0,15,1
49612,>35,Other,Man,Dev,32,17,85740.0,15,0
49613,>35,Master,Man,Dev,20,9,53322.0,4,0
49614,<35,Master,Man,Dev,5,3,14124.0,11,0
49615,<35,Undergraduate,Man,Dev,5,4,2256.0,11,0
49616,>35,Undergraduate,Man,Dev,23,21,127972.0,22,1
49617,<35,Undergraduate,Man,Dev,12,6,25794.0,17,1
49618,>35,Other,Man,Dev,24,17,46850.0,18,1
49619,<35,Undergraduate,Man,Dev,16,12,53322.0,11,1
49620,>35,Other,Man,Dev,30,20,62223.0,14,0
49621,<35,Other,Man,Dev,9,5,39960.0,7,0
49622,<35,Undergraduate,Man,Dev,5,1,9028.0,3,0
49623,<35,Other,Man,Dev,12,9,30876.0,18,1
49624,<35,Master,Man,Dev,16,6,69318.0,21,1
49625,<35,Undergraduate,Man,Dev,2,1,12792.0,15,1
49626,<35,Master,Man,Dev,9,6,49956.0,19,1
49627,<35,Undergraduate,Man,Dev,7,5,33533.0,13,1
49628,>35,Master,Man,NotDev,25,17,133305.0,8,1
49629,>35,Master,Man,Dev,18,15,1548.0,8,1
49630,<35,Undergraduate,Man,Dev,6,3,6888.0,18,1
49631,<35,Other,Man,Dev,16,15,85000.0,21,1
49632,>35,Other,Man,Dev,33,29,76788.0,11,0
49633,>35,Undergraduate,Man,Dev,15,11,10668.0,6,1
49634,<35,Other,Man,Dev,6,5,34692.0,8,0
49635,<35,Master,Man,Dev,8,2,63986.0,24,1
49636,<35,Undergraduate,Man,Dev,13,7,44790.0,5,0
49637,<35,NoHigherEd,Man,Dev,3,1,8916.0,10,1
49638,>35,Undergraduate,Man,Dev,20,16,100511.0,11,0
49639,<35,Master,Man,Dev,13,9,77779.0,16,0
49640,<35,Other,Man,NotDev,9,6,23058.0,21,1
49641,>35,Master,Man,Dev,23,17,127972.0,14,1
49642,<35,NoHigherEd,Man,NotDev,5,1,6240.0,13,1
49643,<35,Undergraduate,Man,Dev,8,5,12897.0,6,0
49644,<35,Undergraduate,Man,Dev,8,2,5988.0,16,1
49645,>35,Undergraduate,Man,Dev,17,14,113075.0,15,1
49646,<35,Undergraduate,Man,Dev,4,0,2988.0,20,1
49647,<35,Undergraduate,Man,Dev,4,3,83184.0,7,0
49648,<35,Undergraduate,Woman,Dev,9,7,47990.0,11,1
49649,<35,NoHigherEd,Man,Dev,9,4,52255.0,21,1
49650,>35,Master,Man,NotDev,20,15,68256.0,5,0
49651,<35,Undergraduate,Man,Dev,9,5,68256.0,14,1
49652,<35,Undergraduate,Man,Dev,8,5,52464.0,8,0
49653,>35,Master,Man,Dev,40,30,73140.0,3,0
49654,<35,Undergraduate,Man,Dev,13,4,69375.0,15,1
49655,>35,Other,Man,Dev,16,12,63986.0,27,1
49656,<35,Master,Man,Dev,9,4,24312.0,21,1
49657,>35,Undergraduate,Man,Dev,15,6,19701.0,10,1
49658,>35,Master,Man,Dev,25,17,68252.0,13,1
49659,>35,Undergraduate,Man,Dev,5,4,197000.0,7,0
49660,<35,Master,Man,Dev,8,7,63986.0,14,1
49661,>35,Other,Man,Dev,24,23,81414.0,9,1
49662,<35,Master,Man,Dev,9,5,27756.0,16,1
49663,<35,Undergraduate,Man,Dev,12,12,150767.0,9,0
49664,<35,Undergraduate,Man,Dev,4,2,5988.0,14,1
49665,<35,Master,Man,Dev,21,12,72518.0,21,1
49666,<35,Undergraduate,Man,Dev,18,6,170000.0,19,1
49667,>35,Undergraduate,Man,Dev,12,8,70771.0,10,0
49668,>35,Undergraduate,Man,Dev,25,25,175000.0,29,1
49669,>35,Master,Man,Dev,30,14,81049.0,21,1
49670,<35,Undergraduate,Man,Dev,5,1,24216.0,8,0
49671,<35,Undergraduate,Man,Dev,10,5,28992.0,18,0
49672,<35,Undergraduate,Man,Dev,12,7,39888.0,14,0
49673,<35,Undergraduate,Woman,Dev,8,1,36072.0,15,0
49674,>35,Undergraduate,Man,Dev,12,10,63986.0,2,0
49675,<35,Master,Man,Dev,13,10,114324.0,8,0
49676,<35,Master,Man,Dev,4,2,33300.0,20,1
49677,>35,Undergraduate,Man,Dev,10,4,111241.0,3,0
49678,<35,Master,Man,Dev,14,7,76012.0,15,0
49679,<35,Undergraduate,Man,Dev,8,3,38856.0,5,0
49680,<35,Other,Man,Dev,6,3,23292.0,16,1
49681,>35,Master,Man,Dev,20,12,62979.0,18,1
49682,>35,PhD,Man,NotDev,23,12,69483.0,6,0
49683,>35,Other,Man,Dev,28,14,89581.0,12,1
49684,>35,Undergraduate,Man,Dev,23,9,105577.0,14,0
49685,<35,Master,Woman,Dev,8,5,2316.0,11,0
49686,<35,Undergraduate,Man,Dev,14,10,57588.0,13,1
49687,<35,Master,Man,Dev,17,11,213587.0,16,0
49688,<35,Master,Man,Dev,12,9,117308.0,24,1
49689,<35,Other,Man,Dev,7,4,16200.0,20,1
49690,<35,Undergraduate,Man,Dev,5,0,18036.0,7,0
49691,<35,Undergraduate,Man,Dev,12,5,140000.0,14,0
49692,>35,Other,Man,Dev,39,10,60787.0,7,0
49693,<35,Master,Man,Dev,10,5,44790.0,20,1
49694,<35,Other,Man,Dev,14,11,83124.0,5,0
49695,>35,Undergraduate,Man,Dev,16,11,24000.0,5,0
49696,>35,Undergraduate,Man,Dev,20,14,85315.0,33,1
49697,>35,Undergraduate,Man,Dev,6,4,49980.0,18,1
49698,<35,Undergraduate,Man,Dev,4,1,3869.0,10,0
49699,<35,Undergraduate,Man,Dev,12,9,108590.0,12,1
49700,<35,NoHigherEd,Man,Dev,6,3,33912.0,14,1
49701,<35,Master,NonBinary,Dev,7,4,27756.0,4,0
49702,<35,Undergraduate,Man,Dev,10,8,176928.0,14,1
49703,<35,Master,Man,Dev,5,2,9096.0,24,1
49704,<35,Undergraduate,Man,Dev,9,10,74484.0,1,0
49705,>35,Undergraduate,Man,Dev,22,19,117308.0,15,1
49706,>35,Undergraduate,Man,Dev,24,20,97605.0,10,1
49707,<35,Master,Man,NotDev,9,5,20088.0,5,0
49708,>35,Other,Man,Dev,10,7,60840.0,9,0
49709,>35,Master,Man,Dev,18,11,58654.0,8,1
49710,>35,Master,Man,Dev,32,27,19944.0,3,0
49711,<35,Undergraduate,Man,Dev,10,4,26880.0,17,1
49712,<35,Undergraduate,Man,Dev,15,9,117126.0,14,1
49713,<35,Undergraduate,Man,Dev,4,1,2100.0,4,0
49714,<35,Master,Man,Dev,7,5,49056.0,13,1
49715,>35,Master,Man,Dev,15,10,83182.0,17,1
49716,<35,NoHigherEd,Man,Dev,9,7,54388.0,19,1
49717,<35,Undergraduate,Man,Dev,8,4,33300.0,9,1
49718,<35,Master,NonBinary,Dev,10,5,46923.0,6,0
49719,<35,Undergraduate,Man,Dev,13,10,127972.0,17,1
49720,<35,Other,Man,Dev,7,5,55032.0,14,1
49721,>35,Undergraduate,Man,Dev,35,35,138203.0,5,0
49722,<35,Master,Man,Dev,12,8,47990.0,17,1
49723,<35,PhD,Man,Dev,15,9,51192.0,12,1
49724,<35,Undergraduate,Man,Dev,10,4,15996.0,18,1
49725,<35,Undergraduate,Man,Dev,11,6,84925.0,8,0
49726,<35,Master,Man,Dev,5,2,20808.0,32,1
49727,>35,Undergraduate,Man,Dev,15,0,14016.0,23,1
49728,<35,Undergraduate,Man,Dev,6,4,6768.0,12,0
49729,>35,Master,Man,Dev,20,17,34476.0,16,1
49730,<35,Undergraduate,Man,Dev,5,1,16308.0,25,1
49731,<35,Undergraduate,Man,Dev,5,2,59720.0,14,1
49732,>35,Undergraduate,Man,Dev,10,3,23462.0,10,1
49733,>35,NoHigherEd,Man,Dev,32,29,49860.0,12,0
49734,<35,Undergraduate,Man,Dev,13,7,37325.0,4,0
49735,<35,Other,Man,Dev,8,4,28269.0,21,0
49736,<35,Master,Man,Dev,10,5,69318.0,26,1
49737,>35,Undergraduate,Man,Dev,18,18,77383.0,15,1
49738,>35,Master,Man,Dev,23,21,85315.0,19,1
49739,<35,Undergraduate,Man,Dev,9,4,145414.0,9,0
49740,>35,Master,Man,Dev,25,19,204.0,6,0
49741,<35,PhD,Man,Dev,20,7,56521.0,10,1
49742,<35,Undergraduate,Man,Dev,12,6,76783.0,19,1
49743,<35,Other,Man,Dev,11,10,69480.0,32,1
49744,<35,Master,Man,Dev,5,3,16766.0,14,0
49745,<35,Undergraduate,Man,Dev,8,2,41448.0,11,1
49746,<35,Undergraduate,Man,Dev,10,6,37325.0,8,1
49747,<35,Master,Man,Dev,10,3,20784.0,7,0
49748,>35,Other,Man,Dev,25,25,127972.0,11,0
49749,>35,Other,Man,Dev,40,27,76788.0,38,1
49750,>35,Master,Man,Dev,18,8,79153.0,5,0
49751,>35,Master,Man,Dev,5,1,22524.0,10,0
49752,<35,NoHigherEd,Woman,Dev,7,7,42717.0,21,1
49753,>35,PhD,Man,NotDev,38,38,37699.0,9,0
49754,<35,Master,Man,Dev,14,10,91717.0,4,0
49755,>35,Master,Man,Dev,25,17,95979.0,27,1
49756,<35,Undergraduate,Man,Dev,8,3,61853.0,22,1
49757,>35,Master,Man,Dev,28,20,74651.0,5,0
49758,<35,Other,Man,Dev,2,0,19196.0,9,1
49759,>35,Master,Man,Dev,18,14,136512.0,14,1
49760,<35,Master,Man,Dev,7,2,43724.0,25,1
49761,<35,PhD,Man,Dev,10,5,16620.0,14,0
49762,<35,Undergraduate,Man,Dev,6,4,41556.0,6,0
49763,>35,Undergraduate,Man,Dev,15,10,47990.0,7,0
49764,>35,Master,Man,Dev,15,11,127972.0,23,1
49765,<35,Undergraduate,Man,Dev,3,2,7738.0,13,0
49766,<35,Undergraduate,Man,Dev,9,4,30953.0,17,1
49767,<35,Undergraduate,Man,Dev,11,7,50256.0,11,0
49768,>35,Master,NonBinary,Dev,25,25,102372.0,33,1
49769,<35,Other,Man,Dev,4,3,51192.0,34,1
49770,<35,Undergraduate,Man,Dev,4,0,30528.0,9,0
49771,<35,Undergraduate,Man,Dev,7,4,150660.0,13,0
49772,<35,Undergraduate,Man,Dev,12,6,87981.0,16,1
49773,>35,Other,Man,Dev,26,16,63986.0,10,1
49774,>35,Undergraduate,Man,Dev,22,20,80000.0,9,0
49775,<35,NoHigherEd,Man,Dev,16,12,79983.0,4,1
49776,<35,NoHigherEd,Man,Dev,5,0,37325.0,10,1
49777,<35,Undergraduate,Man,Dev,8,3,68048.0,18,0
49778,>35,Undergraduate,Man,Dev,8,4,79983.0,12,1
49779,<35,Undergraduate,Man,Dev,2,1,35386.0,9,1
49780,<35,NoHigherEd,Man,Dev,4,2,5484.0,21,1
49781,>35,Master,Man,Dev,12,10,70385.0,14,1
49782,<35,Undergraduate,Man,NotDev,14,9,51589.0,16,1
49783,<35,Undergraduate,Man,Dev,5,2,1848.0,15,0
49784,<35,Master,Woman,Dev,4,4,52769.0,10,0
49785,<35,Master,Man,Dev,10,5,64519.0,20,1
49786,<35,Undergraduate,Man,Dev,10,4,25794.0,9,0
49787,>35,Undergraduate,Man,Dev,20,15,50123.0,10,0
49788,<35,Undergraduate,Man,Dev,5,3,9028.0,11,1
49789,>35,Other,Man,Dev,6,4,179357.0,16,0
49790,<35,Undergraduate,Man,Dev,6,2,60254.0,9,1
49791,<35,Undergraduate,Man,Dev,10,7,57588.0,5,0
49792,<35,Other,Woman,Dev,9,4,53112.0,18,1
49793,<35,Undergraduate,Man,Dev,10,8,10776.0,17,1
49794,<35,Undergraduate,Man,Dev,2,0,4353.0,22,1
49795,<35,NoHigherEd,Man,Dev,12,9,42648.0,8,0
49796,>35,Undergraduate,Man,Dev,30,25,37392.0,14,1
49797,>35,Undergraduate,Man,Dev,6,3,38388.0,9,0
49798,>35,Undergraduate,Man,Dev,5,3,9395.0,6,0
49799,<35,PhD,Man,NotDev,12,7,165471.0,6,0
49800,>35,Other,Man,Dev,25,25,150000.0,16,1
49801,<35,Undergraduate,Man,Dev,5,2,42717.0,9,0
49802,<35,Undergraduate,Man,Dev,10,6,100000.0,5,0
49803,<35,Other,Man,Dev,10,5,57588.0,25,1
49804,<35,Undergraduate,Man,Dev,13,7,56521.0,12,0
49805,<35,Master,Man,Dev,10,7,55500.0,19,1
49806,<35,Undergraduate,Man,Dev,9,4,27727.0,5,0
49807,<35,Undergraduate,Man,Dev,16,14,49056.0,14,1
49808,<35,NoHigherEd,Man,Dev,8,5,25596.0,20,1
49809,>35,Undergraduate,Man,Dev,15,12,7368.0,9,0
49810,<35,Undergraduate,Man,Dev,9,4,29916.0,23,1
49811,<35,Master,Man,Dev,6,3,70771.0,13,1
49812,>35,Undergraduate,Man,Dev,25,23,121248.0,26,1
49813,<35,Master,Man,Dev,13,5,74651.0,23,1
49814,>35,Master,Man,Dev,35,30,77779.0,18,1
49815,<35,Other,NonBinary,Dev,19,12,70000.0,11,0
49816,<35,Master,Man,Dev,4,2,81666.0,17,1
49817,<35,Other,Man,Dev,5,4,24528.0,10,1
49818,<35,Undergraduate,Man,Dev,10,6,41461.0,22,1
49819,<35,Undergraduate,Man,Dev,14,5,15036.0,2,0
49820,>35,Undergraduate,Man,Dev,18,15,141533.0,9,0
49821,>35,Undergraduate,Man,Dev,3,2,27756.0,17,1
49822,<35,Other,Man,Dev,7,5,94230.0,16,1
49823,<35,Undergraduate,Man,Dev,4,1,10318.0,14,1
49824,<35,Other,Man,Dev,4,2,46240.0,21,1
49825,>35,PhD,Man,NotDev,24,20,210000.0,5,0
49826,<35,Other,Man,Dev,6,0,24816.0,12,1
49827,<35,Undergraduate,Man,Dev,8,4,15780.0,15,1
49828,<35,Master,Woman,Dev,12,7,41591.0,11,1
49829,<35,NoHigherEd,Man,Dev,10,5,23462.0,14,1
49830,<35,Undergraduate,Man,Dev,11,6,34126.0,18,1
49831,>35,Master,Man,Dev,26,16,76788.0,18,1
49832,<35,Undergraduate,Man,Dev,8,4,25104.0,23,1
49833,<35,Master,Man,Dev,11,5,54388.0,10,0
49834,<35,NoHigherEd,Man,Dev,15,12,30708.0,19,0
49835,<35,Master,Man,Dev,6,4,87907.0,11,1
49836,>35,Master,Man,Dev,5,4,72732.0,7,0
49837,<35,Undergraduate,Man,Dev,9,4,10920.0,19,1
49838,<35,Master,Man,Dev,3,2,30000.0,10,1
49839,>35,Undergraduate,Man,Dev,27,19,113075.0,9,1
49840,<35,Undergraduate,Man,Dev,12,9,33060.0,10,1
49841,>35,Master,NonBinary,Dev,13,9,29436.0,12,1
49842,>35,Undergraduate,Man,Dev,30,25,32412.0,19,1
49843,>35,Undergraduate,Man,Dev,24,16,180000.0,6,0
49844,<35,Undergraduate,Man,Dev,6,4,125000.0,8,1
49845,<35,Undergraduate,Man,NotDev,3,1,63000.0,2,0
49846,<35,Master,Man,Dev,14,13,102372.0,15,0
49847,<35,Master,Man,Dev,12,8,48000.0,17,1
49848,<35,Master,Man,Dev,15,15,77700.0,35,1
49849,<35,Master,Man,Dev,10,5,12048.0,9,1
49850,<35,Undergraduate,Man,Dev,7,6,90000.0,16,1
49851,>35,Master,Man,Dev,20,14,63986.0,8,0
49852,<35,Undergraduate,Man,Dev,4,3,29436.0,19,0
49853,>35,Master,Man,Dev,20,14,74651.0,6,0
49854,<35,Undergraduate,Man,Dev,8,6,30528.0,9,1
49855,<35,Undergraduate,Man,Dev,10,5,24000.0,13,1
49856,<35,Undergraduate,Man,Dev,14,5,21684.0,7,0
49857,<35,Undergraduate,Man,Dev,16,13,37584.0,22,1
49858,>35,Other,Man,Dev,10,1,10548.0,14,0
49859,>35,Master,Man,Dev,26,22,90647.0,4,1
49860,>35,Undergraduate,Man,Dev,35,24,74651.0,7,0
49861,>35,Master,Man,Dev,27,16,105028.0,3,0
49862,<35,Master,Man,Dev,8,4,19788.0,12,1
49863,>35,PhD,Man,Dev,11,7,125639.0,8,0
49864,<35,Master,Man,NotDev,4,4,37932.0,12,0
49865,<35,NoHigherEd,Man,Dev,15,5,28794.0,18,1
49866,>35,Undergraduate,NonBinary,Dev,18,15,32412.0,12,0
49867,>35,Other,Man,Dev,20,20,37392.0,6,0
49868,>35,Other,Man,Dev,18,20,31993.0,15,0
49869,<35,Undergraduate,Man,Dev,12,5,47990.0,10,1
49870,>35,Other,Man,Dev,7,4,140772.0,15,0
49871,<35,Master,Man,NotDev,10,2,40956.0,4,0
49872,<35,Undergraduate,Man,NotDev,15,10,24924.0,20,1
49873,<35,Undergraduate,Woman,Dev,3,1,7236.0,17,1
49874,<35,Undergraduate,Man,Dev,5,2,30948.0,31,1
49875,>35,Master,Man,Dev,27,21,78916.0,14,1
49876,<35,Master,Man,NotDev,5,2,41724.0,2,0
49877,<35,Undergraduate,Man,Dev,9,7,69318.0,6,0
49878,>35,Master,Man,Dev,5,3,69102.0,4,0
49879,<35,Undergraduate,Man,Dev,4,0,57000.0,5,0
49880,>35,Undergraduate,Man,Dev,19,11,140.0,4,0
49881,>35,Other,Man,Dev,23,18,59520.0,12,1
49882,>35,Undergraduate,Man,Dev,35,25,150000.0,18,1
49883,<35,Undergraduate,Man,Dev,6,4,85000.0,18,1
49884,>35,Undergraduate,Man,Dev,27,23,22548.0,14,1
49885,>35,Undergraduate,Man,Dev,29,25,80409.0,5,0
49886,<35,Undergraduate,Man,Dev,15,12,72000.0,21,1
49887,>35,Master,Man,Dev,15,14,168267.0,7,0
49888,<35,Undergraduate,Man,Dev,8,0,52000.0,4,0
49889,<35,Undergraduate,Man,Dev,5,2,18324.0,12,0
49890,<35,Undergraduate,Man,Dev,9,6,37325.0,4,0
49891,<35,Undergraduate,Man,Dev,13,10,30456.0,23,1
49892,<35,Undergraduate,Man,Dev,20,17,51192.0,11,0
49893,<35,Undergraduate,Man,Dev,8,5,120000.0,11,0
49894,<35,Undergraduate,Man,Dev,4,1,51536.0,15,1
49895,>35,PhD,Man,Dev,21,14,94112.0,3,0
49896,>35,PhD,Man,Dev,15,10,69318.0,8,1
49897,<35,Undergraduate,Man,Dev,8,3,68714.0,20,1
49898,<35,Master,Man,Dev,5,1,62418.0,11,0
49899,>35,Master,Man,Dev,33,28,25596.0,10,0
49900,<35,NoHigherEd,Man,Dev,6,2,141991.0,6,0
49901,>35,Undergraduate,Man,Dev,18,13,88514.0,16,0
49902,>35,Undergraduate,Man,Dev,5,3,15060.0,8,0
49903,<35,Other,Man,Dev,4,1,10236.0,11,0
49904,<35,Master,Man,Dev,15,5,63986.0,8,0
49905,<35,Undergraduate,Man,Dev,9,8,57156.0,9,1
49906,>35,Undergraduate,Man,Dev,12,8,29604.0,9,1
49907,>35,Undergraduate,Man,Dev,17,10,82964.0,9,1
49908,>35,PhD,Man,Dev,27,17,87948.0,11,0
49909,>35,Master,Man,Dev,20,20,198000.0,13,0
49910,>35,PhD,Man,NotDev,35,23,175000.0,4,0
49911,<35,Undergraduate,Man,Dev,12,9,71664.0,19,1
49912,>35,Other,Man,Dev,20,15,100511.0,8,0
49913,<35,Undergraduate,Man,Dev,10,6,18792.0,27,1
49914,>35,PhD,Man,NotDev,12,7,106644.0,21,1
49915,<35,Master,NonBinary,Dev,15,11,37325.0,9,0
49916,<35,Master,Man,Dev,13,3,52212.0,4,0
49917,>35,Other,Man,Dev,20,16,220000.0,54,1
49918,<35,Other,Man,Dev,5,3,50000.0,11,0
49919,<35,PhD,Man,NotDev,8,3,51624.0,12,1
49920,>35,PhD,NonBinary,NotDev,35,25,74651.0,7,0
49921,<35,Undergraduate,Man,Dev,2,1,13080.0,14,1
49922,<35,Undergraduate,Man,Dev,8,5,21925.0,14,0
49923,<35,NoHigherEd,Man,NotDev,18,16,93864.0,18,1
49924,<35,Undergraduate,NonBinary,Dev,11,10,75384.0,20,1
49925,<35,Undergraduate,Man,Dev,7,3,139284.0,27,1
49926,<35,Other,Man,Dev,14,14,126000.0,11,1
49927,<35,Undergraduate,Man,NotDev,13,8,121700.0,21,1
49928,>35,Undergraduate,Man,Dev,34,24,161334.0,7,0
