,Age,EdLevel,Gender,MainBranch,YearsCode,YearsCodePro,PreviousSalary,ComputerSkills,Employed
0,<35,Master,Man,Dev,7,4,51552.0,4,0
1,<35,Undergraduate,Man,Dev,12,5,46482.0,12,1
2,<35,Master,Man,Dev,15,6,77290.0,7,0
3,<35,Undergraduate,Man,Dev,9,6,46135.0,13,0
4,>35,PhD,Man,NotDev,40,30,160932.0,2,0
5,<35,Master,Man,Dev,9,2,38915.0,5,0
6,>35,Master,Man,Dev,26,18,77831.0,17,1
7,<35,Master,Man,NotDev,14,5,81319.0,4,0
8,>35,Undergraduate,Man,Dev,39,21,68507.0,3,0
9,>35,Master,Man,Dev,20,16,37752.0,6,0
10,<35,Undergraduate,Man,Dev,4,2,122580.0,18,1
11,<35,Undergraduate,Man,Dev,6,2,11832.0,13,1
12,<35,Master,Man,Dev,19,10,60535.0,5,0
13,<35,Undergraduate,Man,Dev,8,0,103000.0,7,0
14,<35,Master,Man,NotDev,6,3,25944.0,5,0
15,>35,Undergraduate,Man,Dev,22,15,60480.0,16,1
16,<35,Other,Man,Dev,7,1,20556.0,5,0
17,<35,Undergraduate,Man,Dev,12,6,25944.0,25,1
18,>35,Master,Man,Dev,34,12,64630.0,14,1
19,>35,Master,Man,Dev,21,16,54049.0,17,1
20,<35,Other,Man,NotDev,5,3,22644.0,12,0
21,>35,Other,Man,Dev,25,10,71850.0,6,0
22,>35,Master,Man,Dev,20,10,58373.0,7,1
23,>35,Undergraduate,Man,Dev,24,18,129266.0,12,0
24,<35,Master,Man,NotDev,10,2,25944.0,7,0
25,>35,Undergraduate,Man,Dev,25,15,105000.0,6,0
26,<35,Undergraduate,Man,NotDev,12,8,45564.0,39,1
27,>35,PhD,Man,Dev,10,8,151263.0,8,0
28,>35,Undergraduate,Man,NotDev,10,3,40500.0,8,0
29,<35,Undergraduate,Man,Dev,12,7,43908.0,24,1
30,<35,Master,Man,Dev,25,6,42336.0,21,1
31,>35,Other,Man,Dev,31,17,95295.0,10,1
32,<35,PhD,Man,Dev,18,1,100000.0,8,0
33,>35,Undergraduate,Man,Dev,26,14,61398.0,10,1
34,<35,NoHigherEd,Man,NotDev,20,10,108098.0,17,1
35,<35,Undergraduate,Man,Dev,10,4,27336.0,21,1
36,<35,Master,Man,Dev,10,7,5216.0,4,0
37,<35,Master,Man,Dev,8,3,151337.0,11,0
38,<35,Other,Man,Dev,18,8,24648.0,18,1
39,<35,Undergraduate,Man,Dev,4,1,7788.0,5,0
40,>35,Master,Man,Dev,38,26,134176.0,14,1
41,<35,Undergraduate,Man,Dev,10,3,64630.0,8,1
42,<35,Undergraduate,Man,Dev,10,8,38915.0,13,1
43,<35,Undergraduate,Man,Dev,8,3,4944.0,11,0
44,<35,Other,Man,Dev,6,1,29508.0,33,1
45,<35,Master,Man,Dev,13,2,14268.0,17,1
46,<35,Undergraduate,Man,Dev,10,2,43239.0,17,1
47,<35,NoHigherEd,Man,Dev,3,0,48.0,8,0
48,<35,Undergraduate,Man,Dev,12,6,140000.0,14,1
49,<35,Other,Man,Dev,6,4,14124.0,26,1
50,>35,Other,Man,NotDev,6,5,101916.0,7,0
51,<35,Master,Man,Dev,17,8,21000.0,7,0
52,<35,Undergraduate,Man,Dev,7,1,54000.0,10,1
53,>35,Master,Man,Dev,27,16,200000.0,19,1
54,<35,Undergraduate,Man,Dev,17,5,36324.0,23,1
55,<35,Undergraduate,Man,Dev,1,3,38778.0,20,1
56,<35,Other,Man,Dev,5,3,48600.0,28,1
57,>35,Master,Man,Dev,30,25,59454.0,10,1
58,<35,Undergraduate,Woman,Dev,4,2,14652.0,8,0
59,>35,Undergraduate,Man,Dev,38,34,200000.0,5,0
60,<35,Master,Man,Dev,27,11,97288.0,22,1
61,<35,Other,Woman,Dev,15,5,75492.0,6,0
62,<35,Master,Man,NotDev,2,2,36000.0,5,0
63,<35,Master,Man,Dev,7,5,49725.0,12,1
64,>35,Undergraduate,Man,Dev,31,25,70047.0,11,1
65,<35,Undergraduate,Man,NotDev,15,4,98500.0,23,1
66,<35,Undergraduate,Man,Dev,20,7,2340.0,19,1
67,>35,Undergraduate,Man,Dev,41,24,115000.0,11,0
68,<35,Master,Man,NotDev,9,6,43908.0,13,1
69,<35,Undergraduate,Man,Dev,8,7,103408.0,15,1
70,<35,Master,Man,Dev,13,8,42000.0,18,1
71,<35,Undergraduate,Man,NotDev,7,4,105072.0,2,0
72,>35,PhD,Man,Dev,42,22,71093.0,1,0
73,>35,Undergraduate,Man,Dev,8,4,17412.0,6,0
74,<35,Other,Man,Dev,4,2,14844.0,9,0
75,>35,Master,Man,NotDev,3,3,98321.0,5,0
76,>35,Other,Man,Dev,16,14,54049.0,17,1
77,>35,Master,Man,Dev,26,24,115784.0,15,1
78,<35,Undergraduate,Man,Dev,10,6,56616.0,11,0
79,<35,Undergraduate,Man,Dev,14,11,69183.0,7,0
80,>35,Undergraduate,Man,Dev,24,18,25944.0,12,1
81,>35,Other,Man,Dev,35,25,60752.0,4,0
82,>35,Undergraduate,Man,Dev,6,3,16704.0,22,0
83,>35,Undergraduate,Man,Dev,23,15,81420.0,18,0
84,<35,Undergraduate,Man,Dev,7,3,14280.0,5,0
85,>35,Master,Man,Dev,20,13,84019.0,15,1
86,>35,Undergraduate,Man,Dev,20,18,63648.0,20,1
87,<35,Undergraduate,Man,Dev,5,1,4620.0,17,1
88,<35,Master,Man,Dev,10,9,70000.0,15,0
89,<35,Other,Man,Dev,12,7,91883.0,20,0
90,<35,Master,Man,Dev,3,2,30192.0,7,0
91,<35,Undergraduate,Man,Dev,10,5,90000.0,12,1
92,>35,Undergraduate,Man,Dev,20,20,21600.0,20,1
93,<35,Undergraduate,Man,Dev,15,6,50592.0,9,1
94,<35,Undergraduate,Man,Dev,10,1,1512.0,32,1
95,<35,Master,Woman,NotDev,9,2,193000.0,5,0
96,<35,Undergraduate,Man,Dev,9,4,28536.0,14,0
97,>35,Master,Man,NotDev,4,2,96874.0,14,0
98,>35,Undergraduate,Man,Dev,24,14,77556.0,15,1
99,>35,Undergraduate,Man,Dev,21,14,103408.0,19,1
100,>35,Undergraduate,Man,Dev,28,22,121979.0,7,0
101,<35,PhD,Man,Dev,15,9,75492.0,14,0
102,<35,Undergraduate,Man,Dev,10,8,84316.0,29,1
103,>35,Undergraduate,Man,Dev,31,26,43404.0,16,0
104,<35,Undergraduate,Man,Dev,6,2,22584.0,14,1
105,<35,Undergraduate,Man,Dev,14,7,103408.0,4,0
106,<35,Master,Man,Dev,15,5,44320.0,20,1
107,>35,Undergraduate,Man,Dev,30,22,165000.0,29,1
108,<35,Undergraduate,Man,Dev,13,3,5268.0,13,1
109,<35,Other,Man,Dev,10,5,51888.0,14,0
110,<35,Undergraduate,Man,Dev,12,7,85500.0,16,0
111,<35,Undergraduate,Man,Dev,7,7,48000.0,12,1
112,<35,Master,Man,Dev,12,9,64859.0,6,0
113,<35,Undergraduate,Man,Dev,6,3,42158.0,11,0
114,<35,Undergraduate,NonBinary,Dev,18,7,32424.0,2,0
115,<35,Undergraduate,Man,NotDev,2,2,60000.0,12,1
116,<35,Master,Man,Dev,5,5,51888.0,7,0
117,>35,PhD,Man,NotDev,16,12,35028.0,1,0
118,<35,Other,Man,NotDev,9,3,9084.0,10,1
119,>35,PhD,Man,Dev,13,8,74588.0,3,0
120,<35,Undergraduate,Man,Dev,6,4,33732.0,11,0
121,<35,Master,Man,Dev,13,8,27852.0,12,1
122,<35,Undergraduate,Man,Dev,12,3,50153.0,11,0
123,<35,Master,Man,Dev,15,11,30716.0,13,1
124,<35,Master,Man,Dev,10,7,77831.0,25,1
125,<35,Undergraduate,Woman,Dev,7,3,81624.0,13,1
126,<35,Master,Man,NotDev,6,2,54049.0,5,0
127,<35,Undergraduate,Man,Dev,10,2,10450.0,18,1
128,<35,Master,Man,Dev,7,7,41077.0,15,1
129,<35,Undergraduate,Man,Dev,10,3,45396.0,8,0
130,<35,Other,Man,Dev,4,2,19389.0,10,1
131,>35,Master,Man,Dev,24,15,77831.0,8,0
132,>35,Undergraduate,Man,Dev,18,13,160000.0,6,0
133,<35,Undergraduate,Man,Dev,12,8,200409.0,9,0
134,>35,Undergraduate,Man,Dev,37,31,185000.0,17,1
135,<35,Undergraduate,Man,NotDev,20,9,107972.0,7,0
136,<35,Undergraduate,Man,Dev,9,7,66897.0,21,1
137,>35,Other,Man,Dev,5,0,75000.0,17,1
138,<35,Other,Man,Dev,8,6,48472.0,12,0
139,>35,Undergraduate,Man,Dev,24,16,120000.0,13,1
140,<35,Other,Man,Dev,12,12,8796.0,10,0
141,<35,Master,Woman,Dev,10,10,12972.0,32,1
142,<35,Other,Man,Dev,5,3,4272.0,17,1
143,<35,Undergraduate,Man,Dev,9,4,28105.0,10,0
144,>35,Other,Man,Dev,30,20,77832.0,10,0
145,<35,PhD,Man,NotDev,10,4,51704.0,5,0
146,>35,Undergraduate,Man,NotDev,23,23,18000.0,9,0
147,>35,Other,Man,Dev,20,15,43239.0,17,1
148,<35,Undergraduate,Man,Dev,6,1,9231.0,6,0
149,>35,Undergraduate,Man,Dev,25,15,70264.0,10,1
150,<35,Undergraduate,Man,Dev,5,2,5388.0,18,1
151,<35,Master,Man,Dev,22,13,115000.0,10,1
152,<35,Undergraduate,Woman,Dev,21,12,144000.0,22,1
153,<35,Master,Man,Dev,14,4,65508.0,6,0
154,>35,Master,Man,Dev,31,21,70264.0,5,0
155,>35,Undergraduate,Man,Dev,44,34,181515.0,7,0
156,>35,Undergraduate,Man,Dev,40,26,81000.0,13,0
157,>35,NoHigherEd,Man,Dev,22,22,105000.0,6,0
158,>35,Master,Man,Dev,20,5,56211.0,13,1
159,<35,Master,Man,NotDev,10,7,64630.0,7,1
160,<35,Master,Man,Dev,14,10,110000.0,6,0
161,<35,Undergraduate,Man,Dev,14,7,64860.0,10,0
162,>35,Undergraduate,Man,Dev,25,15,120000.0,21,1
163,<35,Undergraduate,Man,Dev,7,0,6360.0,10,0
164,<35,NoHigherEd,Man,Dev,11,6,48644.0,20,1
165,<35,Master,Man,Dev,17,11,54672.0,14,0
166,<35,Undergraduate,Man,Dev,6,4,35676.0,15,1
167,<35,Undergraduate,Man,Dev,18,4,75631.0,3,0
168,>35,Other,Man,NotDev,41,39,70000.0,6,0
169,<35,Master,Man,NotDev,14,9,58373.0,9,0
170,<35,Undergraduate,Man,Dev,4,3,25944.0,15,0
171,<35,Undergraduate,Man,Dev,4,2,5585.0,13,0
172,<35,Other,Woman,Dev,15,4,58000.0,8,0
173,<35,Undergraduate,Man,Dev,18,6,61616.0,15,0
174,>35,PhD,Man,NotDev,20,13,59454.0,6,0
175,<35,PhD,Man,NotDev,15,3,55224.0,7,0
176,<35,Master,Man,Dev,11,6,68068.0,10,0
177,<35,Undergraduate,Man,Dev,12,5,217800.0,17,0
178,>35,PhD,Man,Dev,30,14,118908.0,9,0
179,<35,NoHigherEd,Man,Dev,18,1,40000.0,6,0
180,<35,Undergraduate,Man,Dev,15,8,71850.0,12,1
181,>35,Undergraduate,Man,Dev,21,14,66934.0,4,0
182,<35,Master,Man,Dev,8,3,54216.0,8,0
183,<35,Undergraduate,Man,Dev,12,10,64860.0,15,1
184,<35,Undergraduate,Man,Dev,6,1,19860.0,10,0
185,<35,Other,Man,Dev,6,1,54888.0,10,0
186,<35,NoHigherEd,NonBinary,Dev,8,7,58373.0,17,0
187,>35,Master,Man,Dev,27,20,56616.0,16,0
188,<35,PhD,Man,NotDev,13,9,45401.0,17,1
189,<35,Master,Man,Dev,2,1,48104.0,2,0
190,>35,Undergraduate,Man,Dev,24,20,84312.0,8,0
191,>35,Master,Man,Dev,25,24,55582.0,7,0
192,>35,Undergraduate,Man,Dev,42,27,71093.0,2,0
193,<35,Other,Man,Dev,7,3,72000.0,30,1
194,>35,Other,Man,Dev,30,21,60752.0,14,1
195,<35,Other,Man,Dev,9,4,25944.0,16,1
196,>35,Undergraduate,Man,Dev,26,16,179858.0,16,0
197,>35,Other,Man,Dev,26,20,30372.0,6,1
198,<35,Master,Man,Dev,15,6,29832.0,14,1
199,<35,Undergraduate,Man,Dev,10,6,40020.0,16,1
200,>35,PhD,Man,NotDev,20,6,90000.0,8,0
201,<35,Undergraduate,Man,Dev,12,3,67000.0,28,1
202,<35,Undergraduate,Man,Dev,12,4,21676.0,8,0
203,>35,Master,Man,Dev,25,16,101649.0,4,0
204,<35,Other,Man,Dev,6,4,17352.0,22,1
205,>35,Other,Man,Dev,25,16,195000.0,11,0
206,<35,Master,Man,Dev,8,7,34380.0,10,0
207,>35,PhD,Man,Dev,35,23,155111.0,9,0
208,<35,Master,Man,Dev,16,4,64860.0,12,1
209,>35,Undergraduate,Man,Dev,14,12,123228.0,7,0
210,<35,Undergraduate,Man,Dev,6,2,90000.0,14,0
211,<35,NoHigherEd,Man,NotDev,15,1,28308.0,10,0
212,<35,Master,Man,Dev,3,3,48644.0,9,0
213,<35,Undergraduate,Man,Dev,12,5,54769.0,7,0
214,<35,Undergraduate,Man,Dev,7,5,45564.0,16,1
215,<35,Undergraduate,Man,Dev,9,7,25428.0,20,1
216,<35,Master,Man,NotDev,20,12,29000.0,2,0
217,<35,Undergraduate,Man,Dev,10,6,170000.0,24,1
218,<35,Undergraduate,Woman,Dev,7,3,19728.0,22,1
219,<35,Undergraduate,Man,Dev,9,4,24132.0,8,0
220,<35,Other,Man,Dev,10,6,54804.0,20,1
221,<35,Undergraduate,Man,Dev,9,4,70000.0,13,1
222,<35,Undergraduate,Man,Dev,13,8,42432.0,13,1
223,>35,Master,Man,Dev,15,10,97288.0,13,1
224,<35,NoHigherEd,Man,Dev,8,2,40000.0,9,0
225,<35,Undergraduate,Man,Dev,6,4,40212.0,30,1
226,<35,Undergraduate,Man,Dev,8,4,15408.0,20,1
227,<35,Master,Man,Dev,7,6,54224.0,8,0
228,<35,Master,Man,Dev,11,7,81319.0,13,1
229,>35,Undergraduate,Man,NotDev,22,4,85000.0,5,0
230,<35,Undergraduate,Man,Dev,6,1,64859.0,17,1
231,>35,Master,Man,Dev,35,30,62268.0,15,1
232,<35,Other,Man,Dev,12,5,31750.0,18,1
233,<35,Master,Man,Dev,6,2,100000.0,17,1
234,<35,Undergraduate,Man,Dev,5,3,92000.0,14,0
235,<35,Undergraduate,Man,Dev,10,4,34591.0,15,0
236,>35,Other,Man,Dev,20,10,92500.0,23,1
237,<35,Master,Man,Dev,15,12,135000.0,7,0
238,<35,Undergraduate,Man,Dev,9,5,71093.0,24,1
239,<35,Undergraduate,Man,Dev,8,5,42756.0,4,0
240,<35,Undergraduate,Man,Dev,8,4,150000.0,11,1
241,>35,Undergraduate,Man,Dev,21,19,65000.0,13,1
242,>35,NoHigherEd,Man,Dev,18,17,25944.0,11,1
243,>35,PhD,Man,NotDev,25,20,64859.0,6,0
244,>35,Undergraduate,Man,Dev,20,15,48644.0,6,0
245,<35,Undergraduate,Man,Dev,10,3,35672.0,10,0
246,<35,Master,Man,Dev,12,7,64860.0,8,0
247,<35,Undergraduate,Man,Dev,10,3,59454.0,8,0
248,<35,Master,Man,Dev,12,9,45396.0,10,1
249,>35,Undergraduate,Man,Dev,28,20,19452.0,17,1
250,<35,Undergraduate,Woman,Dev,3,2,22212.0,29,1
251,<35,Undergraduate,Man,Dev,18,11,60000.0,29,1
252,>35,PhD,Man,Dev,39,35,110000.0,5,0
253,<35,Undergraduate,Man,Dev,15,9,53832.0,14,1
254,<35,Master,Man,Dev,7,2,18080.0,18,1
255,<35,Undergraduate,Man,Dev,11,3,31128.0,11,0
256,<35,Undergraduate,Man,Dev,16,12,96204.0,26,1
257,<35,Undergraduate,Man,Dev,6,3,5448.0,9,0
258,<35,Master,Man,Dev,15,6,88640.0,17,0
259,<35,Other,Man,Dev,6,2,20539.0,18,1
260,>35,Master,Man,Dev,40,21,190000.0,9,1
261,>35,PhD,Man,Dev,30,10,49765.0,3,0
262,<35,Undergraduate,Man,Dev,14,8,57765.0,7,0
263,<35,Undergraduate,Man,Dev,6,3,40000.0,6,0
264,<35,NoHigherEd,Man,Dev,6,2,37440.0,12,0
265,<35,Undergraduate,Man,Dev,3,1,11724.0,16,1
266,>35,Undergraduate,Man,Dev,20,13,111814.0,11,0
267,<35,Master,Man,Dev,5,4,133000.0,11,0
268,>35,Other,Man,Dev,23,13,69183.0,8,1
269,<35,Undergraduate,Man,Dev,20,6,64737.0,8,0
270,<35,Undergraduate,Man,Dev,13,8,47563.0,9,0
271,>35,Undergraduate,Man,Dev,16,12,118908.0,12,0
272,<35,Master,Man,Dev,12,6,69183.0,14,1
273,<35,Undergraduate,Man,Dev,10,8,29320.0,23,1
274,>35,Undergraduate,Man,Dev,22,8,70264.0,14,0
275,<35,Undergraduate,Woman,Dev,1,0,4008.0,4,0
276,<35,Master,NonBinary,NotDev,12,5,150000.0,10,0
277,>35,Undergraduate,Man,Dev,30,21,51888.0,36,1
278,>35,Master,Man,Dev,22,7,64859.0,17,1
279,>35,Master,Man,Dev,30,17,59454.0,14,1
280,>35,Other,Woman,Dev,20,17,78750.0,6,0
281,<35,Master,Man,NotDev,13,5,36753.0,11,0
282,<35,Undergraduate,Man,Dev,3,0,6981.0,5,0
283,>35,Undergraduate,Man,NotDev,25,19,125000.0,13,1
284,<35,Undergraduate,Man,Dev,17,10,63854.0,5,0
285,>35,Other,Man,Dev,14,10,123984.0,17,1
286,<35,Other,Man,Dev,13,10,25944.0,11,0
287,<35,Other,Man,Dev,4,0,2508.0,20,1
288,<35,Master,Man,NotDev,13,4,46482.0,15,0
289,<35,Master,Man,Dev,9,5,7788.0,13,1
290,<35,Other,Man,Dev,8,5,72000.0,12,1
291,>35,Other,Man,Dev,34,25,152473.0,11,1
292,<35,Master,Man,Dev,3,3,35672.0,2,0
293,<35,Master,Man,Dev,12,6,85908.0,20,1
294,<35,Undergraduate,Man,Dev,9,5,27144.0,15,1
295,<35,Undergraduate,Man,Dev,4,0,8376.0,12,0
296,<35,Undergraduate,Man,Dev,11,7,86478.0,19,1
297,<35,Other,Man,Dev,13,8,45564.0,21,1
298,<35,Undergraduate,Man,Dev,16,7,134028.0,2,0
299,>35,Undergraduate,Man,Dev,40,25,98000.0,7,0
300,<35,Master,Man,Dev,17,10,36708.0,9,1
301,>35,NoHigherEd,Man,Dev,21,18,54049.0,18,1
302,>35,Master,Man,NotDev,27,7,56211.0,4,0
303,<35,Master,Man,Dev,13,6,60744.0,17,1
304,<35,Undergraduate,Man,Dev,8,3,5208.0,20,1
305,>35,Undergraduate,Man,Dev,36,25,183767.0,8,0
306,<35,Undergraduate,Man,Dev,11,2,25128.0,25,1
307,<35,Undergraduate,Man,Dev,17,10,49725.0,18,1
308,<35,Other,Man,Dev,13,4,36324.0,16,1
309,<35,Undergraduate,Man,Dev,3,1,82000.0,11,0
310,<35,PhD,Man,Dev,12,10,105000.0,3,0
311,<35,Other,Man,Dev,25,15,59454.0,27,1
312,<35,Other,Man,Dev,4,2,28437.0,12,0
313,<35,Other,Man,Dev,4,3,41004.0,9,1
314,>35,Undergraduate,Man,NotDev,25,5,101612.0,11,0
315,<35,Undergraduate,Man,Dev,15,9,135000.0,14,1
316,<35,Undergraduate,Man,Dev,6,7,31332.0,6,0
317,<35,Undergraduate,Man,Dev,10,6,50806.0,14,1
318,<35,Other,Man,Dev,6,3,41077.0,12,0
319,<35,NoHigherEd,Man,Dev,3,2,24912.0,15,0
320,<35,Master,Man,Dev,7,5,45401.0,16,1
321,<35,Master,Man,Dev,12,10,37620.0,23,1
322,<35,Undergraduate,Man,Dev,15,8,200000.0,8,1
323,<35,Master,Man,Dev,11,3,40489.0,16,1
324,<35,Master,Man,Dev,20,10,58000.0,17,1
325,<35,Undergraduate,Woman,Dev,2,1,12828.0,8,0
326,<35,Master,Man,Dev,7,3,48472.0,4,0
327,<35,Other,Man,Dev,7,5,27528.0,15,1
328,<35,NoHigherEd,Man,Dev,8,0,19389.0,15,1
329,<35,Undergraduate,Man,Dev,11,7,43239.0,7,0
330,<35,NoHigherEd,Man,Dev,12,8,16215.0,13,0
331,<35,Undergraduate,Man,Dev,10,5,35676.0,6,0
332,>35,Undergraduate,Man,Dev,27,11,180000.0,5,0
333,<35,PhD,Man,NotDev,10,7,51888.0,4,0
334,>35,Undergraduate,Man,Dev,35,30,45396.0,53,1
335,<35,PhD,Man,Dev,6,6,33095.0,5,0
336,<35,Undergraduate,Man,Dev,4,1,8364.0,7,0
337,<35,Undergraduate,Man,Dev,3,2,70000.0,7,0
338,>35,Master,Man,Dev,9,9,57072.0,6,1
339,>35,Undergraduate,Man,Dev,30,20,130000.0,12,1
340,<35,Undergraduate,Man,Dev,3,2,22512.0,5,0
341,<35,Master,Man,Dev,7,4,2568.0,8,0
342,<35,Undergraduate,Man,Dev,5,4,22536.0,28,1
343,>35,Undergraduate,Man,NotDev,9,9,96000.0,3,0
344,<35,Undergraduate,Man,Dev,15,8,32424.0,7,0
345,>35,NoHigherEd,Man,Dev,41,14,56208.0,20,1
346,>35,Undergraduate,Man,Dev,45,33,175000.0,29,1
347,<35,NoHigherEd,Man,Dev,9,3,42156.0,13,1
348,>35,Undergraduate,Man,Dev,14,8,91056.0,21,1
349,>35,Other,Woman,Dev,35,25,68068.0,11,0
350,>35,Other,Man,NotDev,50,50,25000.0,6,0
351,<35,Undergraduate,Man,Dev,6,2,9864.0,25,1
352,>35,Other,Man,NotDev,25,4,55702.0,3,0
353,<35,NoHigherEd,Man,Dev,3,2,11832.0,26,1
354,<35,Master,Man,Dev,9,7,41232.0,15,1
355,<35,Master,Man,Dev,2,1,6852.0,14,0
356,<35,Master,Man,Dev,20,5,39131.0,19,1
357,<35,Master,Man,Dev,10,8,46644.0,20,1
358,<35,Undergraduate,Man,Dev,13,4,72000.0,9,1
359,>35,Other,Man,Dev,33,20,110000.0,19,1
360,<35,Other,Man,Dev,20,12,45401.0,15,1
361,<35,Undergraduate,Man,Dev,18,13,155000.0,9,1
362,<35,NoHigherEd,Man,Dev,15,9,54564.0,20,1
363,<35,Master,Man,Dev,12,4,24300.0,17,1
364,<35,Other,Man,Dev,18,14,75885.0,21,1
365,<35,Master,NonBinary,Dev,12,7,125000.0,6,0
366,>35,Undergraduate,Man,Dev,43,35,70000.0,11,0
367,<35,NoHigherEd,Man,Dev,15,9,30000.0,14,1
368,<35,Other,Man,Dev,10,4,105000.0,3,0
369,>35,Master,Man,Dev,29,24,68724.0,3,0
370,<35,Other,Man,Dev,4,4,10992.0,11,0
371,<35,Undergraduate,Man,Dev,6,3,40500.0,13,1
372,<35,Master,Man,Dev,6,1,19152.0,3,0
373,<35,Undergraduate,Man,Dev,5,1,12828.0,7,0
374,>35,Master,Man,Dev,20,10,77832.0,17,1
375,<35,Undergraduate,Man,Dev,11,0,16050.0,5,0
376,>35,Undergraduate,Man,Dev,14,7,50928.0,13,0
377,<35,Undergraduate,Man,Dev,2,1,5868.0,20,1
378,>35,Other,Man,Dev,35,25,156000.0,29,1
379,>35,Undergraduate,Man,Dev,21,20,155844.0,26,1
380,<35,Undergraduate,Man,NotDev,12,5,77900.0,5,0
381,<35,Master,Man,NotDev,4,2,27844.0,20,1
382,>35,Undergraduate,Man,Dev,22,15,126083.0,10,1
383,<35,Other,Man,Dev,12,6,51704.0,4,0
384,>35,Master,Man,Dev,20,16,50806.0,10,0
385,>35,Master,Man,Dev,42,30,108100.0,19,1
386,<35,Undergraduate,Man,Dev,10,4,38400.0,14,0
387,>35,PhD,Man,NotDev,30,12,103776.0,7,0
388,<35,Master,Man,Dev,10,2,45000.0,7,1
389,<35,Undergraduate,Man,Dev,10,3,9773.0,14,1
390,<35,Master,Man,Dev,13,4,45401.0,10,0
391,>35,Undergraduate,Man,Dev,20,15,120000.0,17,1
392,<35,Undergraduate,Man,Dev,12,8,66500.0,12,0
393,>35,Undergraduate,Woman,Dev,20,5,31224.0,9,1
394,<35,Master,Man,Dev,6,6,8040.0,10,0
395,<35,Undergraduate,Man,Dev,10,5,7344.0,16,1
396,<35,Master,Man,Dev,11,2,3444.0,15,1
397,<35,Other,NonBinary,NotDev,3,1,3564.0,14,0
398,<35,Undergraduate,Man,Dev,10,5,49296.0,8,0
399,<35,Undergraduate,Man,Dev,15,7,125000.0,21,0
400,<35,Master,Man,Dev,13,6,46482.0,2,0
401,<35,Other,Man,Dev,8,1,20112.0,21,1
402,<35,Undergraduate,Man,Dev,16,10,29320.0,10,1
403,<35,Undergraduate,Man,Dev,4,2,7548.0,8,0
404,>35,Master,Man,Dev,28,22,116333.0,11,1
405,>35,Other,Man,NotDev,10,3,54049.0,5,0
406,<35,Other,Man,Dev,17,12,54049.0,13,1
407,<35,NoHigherEd,Man,Dev,12,6,32429.0,15,1
408,<35,Master,Man,Dev,11,5,27240.0,3,0
409,<35,PhD,Man,Dev,4,1,71093.0,1,0
410,<35,Undergraduate,Man,Dev,8,3,5496.0,7,0
411,<35,Undergraduate,Man,Dev,4,2,14256.0,14,1
412,<35,Master,Woman,Dev,13,3,32429.0,18,1
413,>35,Undergraduate,Man,Dev,27,25,160000.0,10,1
414,<35,Other,Man,Dev,18,14,65976.0,19,1
415,<35,NoHigherEd,Man,Dev,8,6,27025.0,43,1
416,<35,Undergraduate,Man,Dev,9,1,49160.0,14,0
417,<35,Undergraduate,Man,Dev,8,3,64000.0,18,1
418,<35,Master,Man,Dev,16,9,57156.0,15,1
419,<35,Undergraduate,Man,Dev,15,10,39564.0,3,0
420,>35,Undergraduate,Man,Dev,30,8,50411.0,4,0
421,<35,Master,Man,NotDev,9,4,54049.0,11,0
422,<35,Undergraduate,Man,Dev,6,4,59448.0,19,1
423,<35,PhD,Man,Dev,14,7,135000.0,5,0
424,<35,Undergraduate,Man,Dev,21,14,105300.0,11,0
425,<35,NoHigherEd,Man,Dev,9,0,13332.0,24,1
426,<35,Master,Man,Dev,9,4,46482.0,18,1
427,<35,Master,Man,Dev,14,4,180000.0,13,0
428,<35,Undergraduate,Man,Dev,6,4,17868.0,15,0
429,<35,Other,Man,Dev,4,2,25944.0,5,1
430,<35,Master,Man,Dev,3,2,74970.0,10,0
431,<35,Master,NonBinary,Dev,15,8,25980.0,27,1
432,<35,Undergraduate,Man,Dev,8,3,52942.0,11,1
433,<35,Other,Man,Dev,3,1,9729.0,12,1
434,<35,Master,Man,Dev,10,2,40212.0,9,0
435,<35,Undergraduate,Man,Dev,7,3,85000.0,19,1
436,<35,Other,Man,Dev,8,4,8652.0,23,1
437,<35,Undergraduate,Man,Dev,6,2,45401.0,10,0
438,<35,Undergraduate,Man,Dev,16,15,120000.0,10,0
439,>35,Other,Man,Dev,18,15,41232.0,16,1
440,<35,Master,Man,Dev,13,11,155000.0,15,0
441,<35,Master,Man,Dev,15,6,53388.0,14,1
442,<35,Undergraduate,Man,Dev,9,2,54049.0,19,1
443,>35,PhD,Man,Dev,25,24,57720.0,9,1
444,<35,NoHigherEd,Man,Dev,15,7,54480.0,21,1
445,<35,Other,Man,Dev,15,13,114000.0,8,0
446,<35,Master,Man,Dev,15,6,34584.0,7,0
447,>35,Master,Man,Dev,24,15,36804.0,19,1
448,>35,Undergraduate,Man,Dev,12,11,51887.0,11,0
449,<35,NoHigherEd,Man,Dev,15,10,77831.0,10,0
450,<35,Undergraduate,Man,Dev,6,4,32676.0,4,0
451,<35,Master,Man,NotDev,10,2,10728.0,20,1
452,<35,Undergraduate,Man,Dev,3,0,34428.0,16,1
453,>35,NoHigherEd,Man,Dev,29,21,81074.0,17,0
454,<35,Undergraduate,Man,Dev,15,5,115000.0,17,1
455,<35,Undergraduate,Man,Dev,17,5,55211.0,22,1
456,<35,Master,Man,Dev,12,3,30216.0,14,1
457,>35,Undergraduate,Man,Dev,26,23,206815.0,14,1
458,>35,Master,Man,Dev,2,2,19452.0,11,1
