,Age,EdLevel,MentalHealth,MainBranch,YearsCode,YearsCodePro,custom_employment
12285,>35,Undergraduate,No,Dev,15,11,1
12286,<35,Master,No,Dev,14,7,0
12287,<35,Undergraduate,No,Dev,3,3,0
12288,>35,Undergraduate,No,Dev,22,22,1
12289,<35,Master,No,Dev,17,15,1
12290,<35,Undergraduate,Yes,Dev,14,1,0
12291,>35,Undergraduate,No,Dev,35,13,1
12292,<35,Other,No,Dev,5,4,0
12293,<35,Undergraduate,No,Dev,11,7,1
12294,<35,Undergraduate,No,Dev,6,2,0
12295,>35,Undergraduate,Yes,Dev,24,14,0
12296,<35,Master,No,Dev,15,8,0
12297,<35,Undergraduate,No,Dev,10,3,0
12298,<35,Undergraduate,No,Dev,8,Less than 1 year,1
12299,>35,Other,Yes,Dev,15,4,1
12300,<35,Undergraduate,No,NotDev,11,6,1
12301,<35,Master,No,Dev,11,7,1
12302,<35,Undergraduate,No,Dev,8,4,0
12303,<35,Master,No,Dev,11,2,1
12304,<35,Other,Yes,Dev,4,3,0
12305,<35,Undergraduate,No,Dev,2,1,0
12306,<35,Undergraduate,No,Dev,10,8,0
12307,<35,Undergraduate,No,Dev,4,2,1
12308,<35,Undergraduate,No,Dev,5,Less than 1 year,0
12309,<35,Other,Yes,Dev,9,4,0
12310,>35,Undergraduate,Yes,Dev,30,21,1
12311,<35,Undergraduate,No,Dev,12,8,0
12312,<35,Undergraduate,Yes,Dev,9,3,1
12313,<35,Undergraduate,No,Dev,8,3,0
12314,<35,Undergraduate,No,Dev,6,Less than 1 year,1
12315,<35,Other,Yes,Dev,9,4,1
12316,<35,Other,No,Dev,1,Less than 1 year,0
12317,>35,Undergraduate,No,Dev,20,17,1
12318,<35,Undergraduate,Yes,Dev,9,2,0
12319,<35,Undergraduate,No,Dev,5,4,0
12320,>35,Master,No,Dev,21,19,1
12321,>35,Undergraduate,No,Dev,12,12,0
12322,<35,Undergraduate,No,Dev,3,5,0
12323,<35,Undergraduate,No,Dev,11,4,1
12324,<35,Other,Yes,Dev,9,6,0
12325,<35,Undergraduate,No,Dev,7,3,0
12326,<35,Other,No,Dev,13,6,1
12327,>35,PhD,No,Dev,22,15,0
12328,>35,Master,No,Dev,15,10,0
12329,<35,Master,No,Dev,9,5,0
12330,>35,Other,No,NotDev,39,25,1
12331,<35,Master,No,Dev,10,3,0
12332,<35,Master,No,Dev,11,6,1
12333,<35,Undergraduate,No,Dev,4,2,0
12334,<35,Master,No,Dev,10,8,1
12335,<35,Other,No,Dev,12,12,1
12336,<35,Undergraduate,No,Dev,12,10,1
12337,<35,Undergraduate,No,Dev,9,3,0
12338,<35,Undergraduate,Yes,Dev,5,3,0
12339,<35,Undergraduate,No,Dev,4,1,0
12340,>35,Master,No,Dev,37,23,0
12341,<35,Undergraduate,No,Dev,2,Less than 1 year,0
12342,<35,Undergraduate,No,Dev,15,5,1
12343,>35,Master,No,Dev,34,28,1
12344,<35,Undergraduate,No,Dev,9,8,1
12345,<35,Undergraduate,No,Dev,10,5,1
12346,<35,Undergraduate,Yes,Dev,10,2,0
12347,<35,Undergraduate,No,Dev,8,6,0
12348,<35,Other,Yes,NotDev,7,1,0
12349,>35,Undergraduate,No,Dev,22,14,1
12350,<35,Undergraduate,No,Dev,10,7,0
12351,>35,Undergraduate,No,NotDev,15,12,1
12352,<35,Undergraduate,No,Dev,20,15,1
12353,>35,Other,Yes,Dev,34,24,0
12354,<35,Undergraduate,No,Dev,17,13,1
12355,<35,Other,No,Dev,7,3,0
12356,>35,Master,No,Dev,14,8,1
12357,<35,Other,No,Dev,12,3,1
12358,>35,Other,No,Dev,20,15,1
12359,<35,Undergraduate,No,Dev,14,10,1
12360,<35,Master,Yes,Dev,2,1,0
12361,>35,Other,No,Dev,23,21,1
12362,<35,Undergraduate,No,Dev,7,3,0
12363,<35,Master,No,Dev,8,4,0
12364,<35,Other,No,Dev,3,2,1
12365,<35,Master,No,NotDev,7,Less than 1 year,0
12366,>35,Master,No,NotDev,15,10,1
12367,>35,Other,No,Dev,27,18,1
12368,<35,Undergraduate,No,Dev,15,7,1
12369,>35,Master,No,Dev,9,5,1
12370,>35,Undergraduate,No,Dev,40,25,1
12371,<35,Undergraduate,No,Dev,8,6,1
12372,>35,Other,No,Dev,15,10,0
12373,>35,Other,Yes,Dev,36,10,0
12374,<35,Undergraduate,No,Dev,2,Less than 1 year,0
12375,<35,Undergraduate,No,Dev,9,7,0
12376,<35,Undergraduate,No,Dev,9,7,0
12377,<35,Master,No,Dev,12,6,0
12378,>35,Undergraduate,No,Dev,15,10,1
12379,<35,Master,No,Dev,7,7,1
12380,<35,Undergraduate,No,Dev,21,18,1
12381,<35,Master,Yes,Dev,13,4,0
12382,>35,Undergraduate,No,Dev,21,6,0
12383,<35,Master,No,Dev,8,5,1
12384,>35,Master,No,Dev,16,11,1
12385,<35,Undergraduate,No,Dev,11,7,1
12386,<35,Master,No,Dev,5,3,1
12387,<35,Master,No,Dev,3,3,1
12388,<35,Undergraduate,No,Dev,10,7,1
12389,>35,Master,No,Dev,18,16,0
12390,>35,Undergraduate,No,Dev,16,13,1
12391,<35,Undergraduate,No,Dev,12,2,0
12392,<35,Undergraduate,No,Dev,10,4,0
12393,<35,Master,No,Dev,10,1,0
12394,<35,Master,No,Dev,7,6,0
12395,<35,Undergraduate,No,Dev,10,10,0
12396,<35,Master,Yes,Dev,23,7,1
12397,<35,Undergraduate,No,Dev,12,6,0
12398,<35,Other,No,Dev,10,3,0
12399,>35,Master,No,Dev,25,15,1
12400,<35,Undergraduate,No,Dev,4,3,0
12401,<35,Other,No,Dev,5,3,0
12402,<35,Undergraduate,Yes,Dev,10,6,0
12403,>35,Undergraduate,No,Dev,17,13,1
12404,<35,Other,No,Dev,6,4,1
12405,>35,Master,No,NotDev,26,19,1
12406,<35,Other,Yes,Dev,14,9,1
12407,<35,Undergraduate,No,Dev,6,2,0
12408,>35,Other,No,Dev,27,18,1
12409,>35,Other,No,Dev,30,25,0
12410,>35,Master,Yes,Dev,15,10,1
12411,<35,Other,No,Dev,13,4,1
12412,<35,Other,No,Dev,12,4,1
12413,<35,Other,Yes,Dev,15,10,1
12414,<35,Other,No,NotDev,7,Less than 1 year,0
12415,>35,Other,No,Dev,40,31,1
12416,<35,Other,No,Dev,5,3,1
12417,<35,Other,No,Dev,5,4,1
12418,<35,Undergraduate,No,Dev,7,4,0
12419,<35,Other,No,Dev,13,6,0
12420,>35,Other,No,Dev,30,3,1
12421,<35,Undergraduate,No,Dev,13,6,1
12422,<35,Other,No,Dev,3,2,0
12423,<35,Undergraduate,No,Dev,9,3,0
12424,>35,Master,Yes,Dev,30,22,1
12425,<35,Master,Yes,Dev,16,12,1
12426,<35,Undergraduate,Yes,Dev,3,2,1
12427,>35,Master,No,Dev,25,19,1
12428,<35,Undergraduate,No,Dev,12,8,1
12429,>35,Undergraduate,Yes,Dev,17,13,1
12430,<35,Other,No,Dev,11,7,1
12431,>35,Master,No,Dev,6,5,0
12432,<35,Undergraduate,No,Dev,2,Less than 1 year,0
12433,<35,Undergraduate,No,Dev,3,1,0
12434,<35,Undergraduate,No,Dev,20,10,1
12435,<35,Other,No,Dev,13,5,1
12436,>35,Other,No,Dev,10,8,0
12437,>35,Master,No,Dev,25,16,1
12438,<35,Undergraduate,No,Dev,9,3,1
12439,<35,Undergraduate,No,Dev,13,10,1
12440,<35,Undergraduate,No,Dev,20,10,1
12441,<35,Other,Yes,Dev,3,2,1
12442,<35,Undergraduate,No,Dev,5,3,0
12443,<35,Undergraduate,No,Dev,13,3,0
12444,<35,Undergraduate,No,Dev,4,4,0
12445,>35,PhD,Yes,Dev,30,20,1
12446,>35,Other,No,Dev,28,16,1
12447,>35,Undergraduate,No,Dev,20,16,0
12448,<35,Master,No,Dev,8,2,1
12449,<35,Undergraduate,No,Dev,9,2,1
12450,<35,Undergraduate,No,Dev,8,6,0
12451,>35,Undergraduate,No,Dev,27,27,1
12452,<35,Undergraduate,No,Dev,10,6,1
12453,<35,Master,No,Dev,12,5,1
12454,>35,Other,No,Dev,22,19,1
12455,<35,Master,No,Dev,17,6,1
12456,<35,Undergraduate,No,Dev,6,2,0
12457,<35,Undergraduate,No,Dev,7,2,0
12458,>35,Master,No,Dev,22,14,1
12459,>35,Undergraduate,No,Dev,7,4,1
12460,<35,Undergraduate,No,Dev,8,2,0
12461,<35,Undergraduate,No,Dev,11,8,0
12462,<35,Undergraduate,No,Dev,5,2,0
12463,<35,Undergraduate,Yes,Dev,7,3,0
12464,<35,Master,No,Dev,6,Less than 1 year,1
12465,>35,Undergraduate,No,Dev,20,12,1
12466,>35,Other,No,Dev,27,22,0
12467,<35,Undergraduate,No,Dev,5,11,0
12468,>35,Undergraduate,No,Dev,30,20,1
12469,<35,Undergraduate,No,Dev,7,3,0
12470,<35,PhD,No,Dev,16,3,1
12471,<35,PhD,No,Dev,15,Less than 1 year,1
12472,<35,Undergraduate,No,Dev,8,3,0
12473,>35,Undergraduate,No,Dev,18,9,0
12474,<35,Undergraduate,No,NotDev,3,Less than 1 year,0
12475,<35,Master,No,Dev,9,5,0
12476,<35,Undergraduate,No,Dev,4,Less than 1 year,0
12477,>35,Master,No,Dev,19,14,1
12478,<35,Master,No,NotDev,9,6,0
12479,<35,Master,No,Dev,5,3,1
12480,<35,Master,No,Dev,13,5,1
12481,<35,Master,No,Dev,6,2,1
12482,<35,Undergraduate,No,Dev,5,Less than 1 year,0
12483,<35,Undergraduate,No,Dev,16,10,0
12484,<35,Master,No,Dev,4,2,1
12485,>35,Undergraduate,Yes,Dev,18,18,1
12486,<35,Undergraduate,No,Dev,4,1,0
12487,>35,Master,No,Dev,20,15,1
12488,<35,Other,No,Dev,11,10,1
12489,<35,Other,No,Dev,22,8,0
12490,<35,Other,No,Dev,4,Less than 1 year,0
12491,>35,Undergraduate,No,Dev,17,10,0
12492,<35,Master,No,Dev,10,3,1
12493,<35,Master,No,Dev,6,5,0
12494,<35,Undergraduate,No,Dev,10,7,1
12495,<35,Undergraduate,No,Dev,9,5,1
12496,<35,Undergraduate,No,Dev,13,10,0
12497,<35,Master,Yes,Dev,13,7,1
12498,<35,Undergraduate,No,Dev,6,2,0
12499,<35,Other,No,Dev,17,5,1
12500,<35,Undergraduate,No,Dev,15,10,1
12501,<35,Undergraduate,No,Dev,8,4,1
12502,<35,Master,No,Dev,9,4,1
12503,<35,Master,No,Dev,6,4,1
12504,>35,Master,No,Dev,34,27,1
12505,>35,Master,No,Dev,23,17,1
12506,>35,Undergraduate,No,Dev,18,14,1
12507,<35,Undergraduate,Yes,Dev,3,1,0
12508,<35,Master,No,Dev,6,2,1
12509,>35,Undergraduate,No,Dev,30,16,0
12510,<35,Master,No,Dev,22,9,1
12511,<35,Undergraduate,No,Dev,8,3,0
12512,<35,Other,No,Dev,12,8,1
12513,>35,Other,No,Dev,31,21,1
12514,>35,PhD,No,NotDev,30,20,1
12515,>35,Other,Yes,Dev,20,16,1
12516,<35,Other,Yes,Dev,2,1,0
12517,>35,PhD,No,NotDev,33,31,0
12518,>35,Master,No,Dev,30,20,1
12519,<35,Undergraduate,No,Dev,6,2,0
12520,>35,Undergraduate,No,Dev,20,12,0
12521,<35,Undergraduate,No,Dev,10,8,1
12522,<35,Master,No,Dev,11,6,0
12523,<35,Master,No,NotDev,6,3,0
12524,<35,Undergraduate,Yes,Dev,8,Less than 1 year,1
12525,>35,Master,No,Dev,25,20,1
12526,>35,Master,No,Dev,30,20,0
12527,<35,Other,No,Dev,20,4,0
12528,>35,Undergraduate,No,Dev,32,24,0
12529,<35,Master,No,Dev,10,6,0
12530,<35,Other,Yes,Dev,16,8,0
12531,<35,Other,No,Dev,7,4,1
12532,>35,PhD,No,NotDev,20,3,0
12533,<35,Undergraduate,No,Dev,15,9,0
12534,>35,Undergraduate,No,Dev,18,15,1
12535,<35,Undergraduate,No,Dev,15,10,1
12536,<35,Master,Yes,Dev,10,7,1
12537,<35,Undergraduate,No,Dev,2,Less than 1 year,0
12538,<35,Other,Yes,Dev,11,8,1
12539,>35,Undergraduate,Yes,Dev,41,34,1
12540,<35,Other,No,Dev,10,6,0
12541,<35,Undergraduate,No,Dev,7,5,1
12542,<35,Undergraduate,No,Dev,10,8,1
12543,<35,Undergraduate,No,Dev,13,9,1
12544,<35,Undergraduate,No,Dev,5,1,0
12545,<35,Undergraduate,Yes,Dev,6,4,0
12546,<35,Master,No,Dev,8,3,1
12547,<35,Undergraduate,No,Dev,16,4,1
12548,<35,Other,Yes,Dev,17,4,0
12549,<35,Undergraduate,No,Dev,3,2,0
12550,<35,Undergraduate,No,Dev,7,5,0
12551,<35,Undergraduate,No,Dev,6,4,0
12552,>35,Undergraduate,No,NotDev,37,37,1
12553,>35,Other,No,Dev,25,19,1
12554,>35,PhD,No,NotDev,30,20,1
12555,>35,Undergraduate,No,Dev,20,11,1
12556,<35,Other,No,Dev,15,12,0
12557,>35,Undergraduate,No,Dev,34,28,1
12558,>35,Other,No,Dev,20,14,1
12559,<35,Master,Yes,Dev,21,8,1
12560,>35,Other,No,Dev,10,3,0
12561,<35,Undergraduate,Yes,Dev,5,1,0
12562,<35,Master,No,Dev,12,5,1
12563,>35,Undergraduate,No,Dev,21,11,1
12564,<35,Undergraduate,No,NotDev,8,5,1
12565,<35,Other,No,Dev,11,5,1
12566,<35,Undergraduate,No,Dev,11,5,0
12567,>35,Other,Yes,Dev,29,18,1
12568,<35,Undergraduate,Yes,Dev,8,1,0
12569,<35,Undergraduate,No,Dev,5,2,0
12570,<35,Master,No,Dev,17,10,0
12571,<35,Master,No,Dev,14,7,1
12572,<35,PhD,No,Dev,16,7,1
12573,<35,Other,Yes,Dev,15,15,1
12574,<35,Other,No,Dev,4,3,1
12575,<35,Undergraduate,No,Dev,14,5,1
12576,<35,Other,No,Dev,3,5,0
12577,<35,Undergraduate,No,Dev,7,4,0
12578,<35,Master,No,NotDev,3,3,1
12579,>35,Master,No,Dev,16,14,1
12580,>35,Other,No,Dev,24,15,1
12581,<35,Undergraduate,No,Dev,9,4,0
12582,>35,Undergraduate,No,Dev,38,35,1
12583,<35,Undergraduate,Yes,Dev,10,9,0
12584,<35,Undergraduate,Yes,Dev,7,5,1
12585,<35,Master,No,Dev,11,5,0
12586,<35,Undergraduate,No,Dev,7,6,0
12587,<35,Master,No,Dev,12,7,1
12588,<35,PhD,No,Dev,10,7,1
12589,>35,Undergraduate,No,Dev,18,16,0
12590,>35,Undergraduate,No,Dev,21,16,1
12591,>35,Master,No,Dev,32,15,1
12592,<35,Undergraduate,No,Dev,8,4,1
12593,<35,Undergraduate,No,Dev,5,3,0
12594,<35,Undergraduate,Yes,Dev,6,5,1
12595,>35,Undergraduate,No,Dev,23,16,1
12596,<35,Other,No,Dev,4,3,0
12597,<35,Undergraduate,No,Dev,15,12,1
12598,<35,Undergraduate,No,Dev,6,4,1
12599,<35,Undergraduate,Yes,Dev,4,3,0
12600,<35,Undergraduate,No,Dev,5,1,0
12601,<35,Undergraduate,No,Dev,17,10,0
12602,>35,Other,No,Dev,22,22,0
12603,>35,Other,No,Dev,15,10,1
12604,<35,Undergraduate,No,Dev,8,5,1
12605,<35,Master,No,Dev,15,6,0
12606,>35,Master,No,Dev,18,12,1
12607,<35,Undergraduate,No,Dev,9,5,1
12608,<35,Other,No,Dev,6,2,0
12609,>35,Undergraduate,No,Dev,12,7,1
12610,<35,Undergraduate,No,Dev,6,Less than 1 year,0
12611,<35,Undergraduate,No,Dev,4,3,0
12612,<35,Undergraduate,Yes,Dev,20,11,1
12613,>35,Other,No,Dev,30,22,1
12614,<35,Undergraduate,No,Dev,12,4,0
12615,<35,Other,Yes,Dev,14,10,1
12616,<35,Master,No,Dev,17,4,0
12617,>35,Master,No,Dev,13,4,1
12618,>35,Other,No,Dev,20,18,0
12619,>35,Master,No,Dev,22,21,1
12620,<35,Master,No,Dev,7,2,0
12621,>35,Other,No,Dev,25,12,1
12622,<35,Other,No,Dev,11,9,1
12623,<35,Master,No,Dev,9,7,0
12624,>35,Undergraduate,Yes,Dev,15,6,1
12625,<35,Undergraduate,No,Dev,10,6,1
12626,>35,Master,No,Dev,27,20,1
12627,>35,Other,No,Dev,37,31,1
12628,>35,Master,No,Dev,20,14,0
12629,<35,Master,No,Dev,8,3,0
12630,<35,Other,No,Dev,13,3,0
12631,<35,Undergraduate,Yes,Dev,4,4,0
12632,<35,Undergraduate,No,Dev,6,8,0
12633,<35,Undergraduate,No,Dev,7,4,0
12634,<35,Undergraduate,No,Dev,10,2,1
12635,>35,Undergraduate,No,NotDev,15,15,1
12636,<35,Master,No,Dev,10,6,1
12637,<35,Undergraduate,No,Dev,4,2,0
12638,>35,Undergraduate,No,Dev,20,16,1
12639,<35,Undergraduate,No,Dev,7,6,0
12640,<35,Undergraduate,No,Dev,12,5,1
12641,<35,Other,Yes,Dev,4,Less than 1 year,0
12642,>35,Other,No,Dev,36,23,1
12643,>35,Other,No,Dev,20,18,0
12644,>35,PhD,No,Dev,25,18,1
12645,<35,Undergraduate,No,Dev,16,14,1
12646,<35,Undergraduate,No,Dev,4,1,0
12647,<35,Undergraduate,Yes,Dev,18,15,1
12648,<35,Undergraduate,No,Dev,11,6,0
12649,>35,Undergraduate,No,Dev,15,15,0
12650,>35,Undergraduate,No,NotDev,40,24,1
12651,>35,Undergraduate,Yes,Dev,3,2,1
12652,>35,Master,No,Dev,21,14,1
12653,<35,Undergraduate,No,NotDev,5,2,0
12654,<35,Master,No,Dev,10,7,0
12655,>35,Other,No,Dev,23,14,1
12656,<35,Undergraduate,No,Dev,16,10,1
12657,>35,PhD,No,Dev,43,34,1
12658,<35,Undergraduate,No,Dev,15,7,0
12659,<35,Undergraduate,No,Dev,13,7,0
12660,<35,Master,No,NotDev,10,5,0
12661,>35,Master,No,Dev,22,12,1
12662,<35,Undergraduate,No,Dev,10,4,0
12663,>35,Other,No,Dev,23,15,1
12664,>35,Undergraduate,No,Dev,20,Less than 1 year,1
12665,<35,Undergraduate,No,NotDev,6,4,0
12666,<35,Undergraduate,No,Dev,10,7,1
12667,<35,Undergraduate,No,Dev,12,8,0
12668,<35,Other,No,Dev,7,7,1
12669,<35,Master,No,Dev,10,5,0
12670,<35,Master,No,Dev,5,3,1
12671,<35,Undergraduate,No,Dev,5,1,0
12672,>35,Other,No,Dev,14,10,0
12673,>35,Master,No,Dev,37,34,1
12674,<35,Other,No,Dev,17,13,1
12675,<35,Undergraduate,No,Dev,15,10,1
12676,<35,Other,No,Dev,10,2,1
12677,<35,Undergraduate,Yes,Dev,9,7,1
12678,<35,Undergraduate,No,Dev,6,6,1
12679,>35,Master,No,Dev,25,15,1
12680,<35,PhD,No,Dev,8,7,1
12681,<35,Undergraduate,Yes,Dev,10,6,1
12682,<35,Undergraduate,No,Dev,12,6,0
12683,<35,Undergraduate,Yes,Dev,4,2,0
12684,>35,Master,No,NotDev,20,16,1
12685,<35,Master,No,Dev,18,8,1
12686,>35,Master,No,Dev,20,20,1
12687,<35,Master,No,Dev,20,13,1
12688,<35,Master,No,Dev,6,4,1
12689,>35,Other,No,Dev,12,10,1
12690,>35,Other,No,Dev,45,43,1
12691,<35,Other,No,Dev,12,6,0
12692,>35,Master,No,Dev,7,6,0
12693,<35,Undergraduate,No,Dev,6,3,0
12694,<35,Other,No,Dev,9,2,0
12695,>35,Undergraduate,No,Dev,25,22,1
12696,<35,Master,No,Dev,20,17,1
12697,<35,Master,No,Dev,11,8,0
12698,>35,Other,Yes,Dev,23,20,0
12699,<35,Undergraduate,No,Dev,10,9,1
12700,<35,Master,No,Dev,12,4,0
12701,<35,Master,No,Dev,6,3,1
12702,>35,Master,No,Dev,20,15,0
12703,>35,Master,No,NotDev,10,10,1
12704,<35,Undergraduate,No,Dev,7,3,0
12705,<35,Other,No,Dev,4,Less than 1 year,0
12706,<35,Undergraduate,No,Dev,7,3,0
12707,>35,Other,No,Dev,25,20,1
12708,>35,Other,Yes,Dev,31,21,1
12709,<35,Master,No,Dev,8,2,0
12710,>35,Other,No,NotDev,42,36,1
12711,>35,Undergraduate,No,Dev,35,22,1
12712,>35,PhD,Yes,Dev,12,9,1
12713,>35,Other,Yes,Dev,24,19,1
12714,>35,Master,No,Dev,18,14,1
12715,<35,Master,Yes,Dev,5,3,1
12716,>35,Master,No,Dev,19,14,1
12717,<35,Undergraduate,No,Dev,7,3,0
12718,<35,Other,No,NotDev,4,Less than 1 year,0
12719,<35,Master,No,Dev,19,7,0
12720,<35,PhD,No,NotDev,12,5,1
12721,<35,Other,No,Dev,7,7,1
12722,<35,Master,No,Dev,3,2,1
12723,<35,Master,No,Dev,10,4,0
12724,>35,Master,Yes,NotDev,23,5,0
12725,<35,Undergraduate,No,Dev,7,1,1
12726,>35,Master,No,Dev,25,15,1
12727,>35,Undergraduate,No,Dev,20,11,1
12728,<35,Master,Yes,Dev,13,11,1
12729,<35,Master,No,Dev,13,6,0
12730,>35,Other,Yes,Dev,36,36,0
12731,>35,Undergraduate,Yes,Dev,23,16,1
12732,<35,Master,No,Dev,13,7,1
12733,<35,Undergraduate,No,Dev,5,1,0
12734,<35,Other,No,Dev,17,11,0
12735,>35,Master,No,Dev,26,20,1
12736,<35,Undergraduate,Yes,Dev,15,11,1
12737,>35,Master,No,Dev,20,13,1
12738,<35,Undergraduate,No,Dev,6,2,0
12739,<35,Undergraduate,No,Dev,16,11,1
12740,<35,Undergraduate,No,Dev,6,3,0
12741,<35,Undergraduate,No,Dev,16,9,1
12742,<35,Undergraduate,No,Dev,10,5,1
12743,<35,Undergraduate,No,Dev,11,3,1
12744,<35,Other,No,Dev,13,8,1
12745,>35,Master,No,Dev,25,21,1
12746,>35,Undergraduate,No,Dev,25,20,1
12747,<35,Undergraduate,No,Dev,3,Less than 1 year,0
12748,<35,Undergraduate,No,Dev,9,5,1
12749,<35,Other,Yes,Dev,14,11,0
12750,>35,Master,No,NotDev,20,17,1
12751,<35,Undergraduate,No,Dev,4,3,0
12752,<35,Undergraduate,No,NotDev,17,10,1
12753,<35,Undergraduate,No,Dev,10,3,0
12754,>35,Other,No,Dev,20,17,1
12755,>35,Other,Yes,Dev,30,15,1
12756,>35,Undergraduate,No,Dev,11,8,1
12757,<35,Undergraduate,No,Dev,9,3,0
12758,>35,Other,No,Dev,15,10,0
12759,>35,Master,No,Dev,35,30,1
12760,>35,Other,No,NotDev,27,11,1
12761,>35,Master,No,Dev,20,14,1
12762,<35,Master,No,Dev,7,2,0
12763,>35,Master,No,NotDev,32,23,1
12764,<35,Master,No,Dev,17,9,0
12765,<35,Undergraduate,Yes,Dev,13,7,1
12766,<35,Undergraduate,No,Dev,13,9,1
12767,<35,Master,No,Dev,8,5,1
12768,<35,Undergraduate,Yes,Dev,10,6,1
12769,<35,Master,No,Dev,11,5,1
12770,>35,Master,No,Dev,36,24,1
12771,>35,Master,Yes,Dev,25,10,1
12772,<35,Undergraduate,No,Dev,7,5,0
12773,<35,Master,No,Dev,9,7,0
12774,<35,Master,No,Dev,18,8,1
12775,>35,Undergraduate,No,Dev,18,15,1
12776,<35,Master,No,Dev,8,4,1
12777,<35,Undergraduate,No,Dev,13,3,1
12778,<35,Undergraduate,No,Dev,6,2,1
12779,<35,Undergraduate,No,Dev,8,1,0
12780,<35,Other,No,Dev,8,7,0
12781,<35,Undergraduate,Yes,Dev,3,2,0
12782,<35,Other,No,Dev,14,7,1
12783,<35,Other,No,Dev,10,10,0
12784,>35,Master,No,Dev,10,8,0
12785,<35,Master,No,Dev,4,2,1
12786,>35,Other,No,Dev,20,13,0
12787,<35,Undergraduate,No,Dev,12,5,1
12788,<35,Undergraduate,No,Dev,10,3,0
12789,<35,Undergraduate,No,Dev,5,4,0
12790,<35,Undergraduate,No,Dev,6,2,0
12791,<35,Undergraduate,No,Dev,6,3,0
12792,<35,Master,No,NotDev,12,5,1
12793,>35,Undergraduate,No,Dev,23,23,1
12794,<35,Master,No,Dev,13,4,1
12795,<35,Other,No,Dev,14,10,1
12796,<35,Undergraduate,No,Dev,9,7,1
12797,<35,Undergraduate,No,Dev,8,5,1
12798,<35,Master,Yes,Dev,7,2,0
12799,<35,Master,No,Dev,6,4,0
12800,<35,Master,Yes,Dev,3,3,1
12801,<35,Undergraduate,No,Dev,7,4,1
12802,<35,Undergraduate,No,Dev,20,10,1
12803,<35,Undergraduate,No,Dev,5,1,0
12804,>35,Undergraduate,Yes,Dev,12,10,1
12805,>35,Other,No,Dev,30,18,1
12806,>35,Master,No,Dev,39,31,1
12807,<35,Undergraduate,No,Dev,10,4,1
12808,<35,Other,Yes,Dev,18,4,1
12809,<35,Undergraduate,No,Dev,11,3,0
12810,<35,Other,No,NotDev,8,1,0
12811,<35,Master,No,Dev,8,5,1
12812,<35,Undergraduate,No,Dev,11,8,1
12813,<35,Undergraduate,No,Dev,4,4,0
12814,<35,Other,Yes,Dev,8,8,1
12815,<35,Other,Yes,Dev,6,1,0
12816,<35,Master,No,Dev,12,7,1
12817,>35,Other,No,Dev,25,17,1
12818,>35,Master,No,Dev,15,11,1
12819,<35,Other,No,Dev,16,12,0
12820,>35,Master,No,Dev,32,18,1
12821,<35,Master,No,Dev,5,2,0
12822,<35,Undergraduate,Yes,NotDev,19,15,1
12823,>35,Undergraduate,No,Dev,38,29,1
12824,<35,Master,No,Dev,9,7,1
12825,<35,Master,Yes,Dev,10,3,1
12826,<35,Master,No,NotDev,15,10,1
12827,>35,Master,No,NotDev,26,7,1
12828,<35,Master,No,Dev,4,3,0
12829,<35,Master,Yes,Dev,11,5,1
12830,>35,Master,No,Dev,15,10,0
12831,<35,Undergraduate,No,Dev,12,3,1
12832,<35,Undergraduate,No,Dev,3,Less than 1 year,0
12833,<35,Undergraduate,No,Dev,5,3,0
12834,>35,Undergraduate,No,Dev,20,16,0
12835,<35,Master,No,Dev,15,8,1
12836,>35,Master,No,Dev,24,15,0
12837,>35,Master,No,Dev,9,5,1
12838,>35,Undergraduate,No,Dev,25,20,1
12839,<35,Undergraduate,No,Dev,6,2,0
12840,>35,Master,No,Dev,21,15,1
12841,<35,Other,No,NotDev,5,Less than 1 year,1
12842,<35,PhD,Yes,NotDev,6,5,1
12843,<35,Master,No,Dev,8,5,0
12844,>35,Master,Yes,Dev,22,12,1
12845,<35,Master,No,Dev,15,7,1
12846,<35,Master,No,Dev,15,7,1
12847,>35,Master,No,Dev,16,9,1
12848,>35,Master,No,Dev,31,13,1
12849,>35,Undergraduate,No,Dev,20,17,1
12850,>35,Undergraduate,Yes,Dev,9,4,0
12851,<35,Undergraduate,No,Dev,6,4,0
12852,<35,Other,Yes,Dev,17,15,1
12853,<35,Undergraduate,No,Dev,6,9,1
12854,<35,Undergraduate,No,Dev,7,5,0
12855,<35,Undergraduate,No,Dev,8,2,1
12856,>35,Undergraduate,No,Dev,21,17,0
12857,<35,Undergraduate,No,Dev,8,1,0
12858,<35,Undergraduate,No,Dev,7,2,1
12859,<35,Master,No,Dev,10,6,0
12860,<35,Undergraduate,No,Dev,8,Less than 1 year,0
12861,<35,Undergraduate,No,Dev,15,8,1
12862,>35,Master,No,Dev,36,25,1
12863,>35,Other,No,Dev,25,21,1
12864,<35,Master,No,Dev,10,2,0
12865,<35,Undergraduate,No,Dev,16,10,1
12866,<35,Master,No,Dev,7,2,1
12867,<35,Undergraduate,Yes,Dev,2,Less than 1 year,0
12868,>35,Other,No,Dev,25,24,1
12869,<35,Master,Yes,Dev,10,5,1
12870,>35,Master,No,Dev,30,25,1
12871,<35,Master,No,Dev,4,2,0
12872,<35,Master,No,Dev,11,7,0
12873,<35,Undergraduate,No,Dev,13,7,1
12874,<35,Undergraduate,No,Dev,15,3,0
12875,>35,Undergraduate,No,Dev,13,13,1
12876,>35,Undergraduate,No,Dev,23,16,1
