,Age,EdLevel,MentalHealth,MainBranch,YearsCode,YearsCodePro,custom_employment
65855,<35,Other,Yes,Dev,9,4,0
65856,>35,Master,No,Dev,15,10,1
65857,<35,Other,No,Dev,3,1,1
65858,>35,Master,No,Dev,17,10,1
65859,<35,Master,No,Dev,7,4,0
65860,<35,Undergraduate,No,Dev,9,5,1
65861,>35,Master,No,Dev,17,14,0
65862,<35,Undergraduate,Yes,Dev,15,10,1
65863,>35,Undergraduate,No,Dev,19,16,1
65864,<35,Undergraduate,No,Dev,6,2,1
65865,<35,Master,Yes,Dev,3,8,0
65866,>35,Master,No,Dev,22,21,1
65867,<35,Undergraduate,No,Dev,4,9,0
65868,>35,Undergraduate,No,Dev,12,12,1
65869,>35,Undergraduate,No,NotDev,12,12,1
65870,<35,Other,No,Dev,6,Less than 1 year,0
65871,<35,Master,Yes,Dev,6,4,1
65872,<35,Other,No,Dev,6,6,0
65873,<35,Undergraduate,No,Dev,14,10,1
65874,<35,Undergraduate,No,Dev,6,2,1
65875,<35,Other,No,Dev,10,3,0
65876,>35,Master,No,Dev,22,15,1
65877,<35,Undergraduate,Yes,Dev,5,1,1
65878,>35,Undergraduate,Yes,Dev,20,14,1
65879,<35,Other,No,Dev,10,5,0
65880,<35,Undergraduate,No,Dev,8,8,1
65881,>35,Other,No,Dev,20,15,1
65882,<35,Master,No,NotDev,11,7,1
65883,<35,Other,Yes,Dev,7,4,0
65884,<35,Master,No,Dev,16,7,1
65885,<35,Master,No,Dev,17,8,1
65886,<35,Master,No,Dev,8,6,1
65887,<35,Master,No,Dev,10,3,1
65888,<35,Other,Yes,Dev,6,4,1
65889,<35,Master,No,NotDev,17,13,1
65890,<35,Undergraduate,No,Dev,9,5,0
65891,<35,Undergraduate,No,Dev,7,4,0
65892,<35,Undergraduate,No,NotDev,10,Less than 1 year,1
65893,<35,Master,No,Dev,8,2,0
65894,>35,Undergraduate,No,Dev,8,8,1
65895,<35,Undergraduate,No,Dev,14,7,0
65896,<35,Master,No,NotDev,2,1,1
65897,<35,Undergraduate,No,Dev,6,5,0
65898,<35,Undergraduate,Yes,Dev,4,2,0
65899,>35,Undergraduate,No,Dev,19,16,1
65900,<35,Undergraduate,No,Dev,3,Less than 1 year,1
65901,<35,Undergraduate,No,Dev,20,13,1
65902,<35,Master,No,Dev,10,6,0
65903,<35,Undergraduate,No,Dev,7,4,1
65904,<35,Master,Yes,Dev,10,8,1
65905,>35,Master,No,NotDev,35,22,1
65906,<35,Master,No,Dev,11,7,1
65907,<35,PhD,No,Dev,14,11,0
65908,<35,Undergraduate,No,Dev,5,2,1
65909,<35,Undergraduate,No,Dev,9,8,1
65910,<35,Undergraduate,No,Dev,13,7,1
65911,<35,Master,No,Dev,15,10,1
65912,>35,Master,No,Dev,25,17,1
65913,>35,Master,No,Dev,30,12,1
65914,<35,Master,No,Dev,4,2,1
65915,<35,Undergraduate,No,Dev,11,5,1
65916,<35,Undergraduate,Yes,Dev,5,3,0
65917,>35,Undergraduate,No,Dev,24,22,1
65918,<35,Other,No,Dev,4,Less than 1 year,0
65919,>35,Other,No,Dev,28,22,1
65920,<35,Master,No,Dev,10,7,1
65921,<35,Master,No,Dev,7,3,1
65922,<35,Master,No,Dev,12,8,1
65923,<35,Master,Yes,Dev,4,1,1
65924,<35,Other,Yes,Dev,20,6,1
65925,<35,Master,Yes,Dev,18,8,1
65926,<35,Master,Yes,Dev,6,4,1
65927,>35,PhD,No,Dev,41,38,1
65928,<35,Undergraduate,No,Dev,5,1,1
65929,>35,Master,Yes,Dev,14,10,1
65930,<35,Undergraduate,No,Dev,10,5,0
65931,<35,Other,No,Dev,18,12,1
65932,>35,Undergraduate,No,Dev,10,6,0
65933,<35,Other,No,Dev,6,6,1
65934,<35,Undergraduate,No,NotDev,6,2,0
65935,>35,Master,No,Dev,36,30,1
65936,>35,Master,No,NotDev,22,10,1
65937,<35,Other,Yes,Dev,12,10,0
65938,<35,Undergraduate,No,Dev,6,4,0
65939,<35,Master,No,Dev,8,4,0
65940,>35,Master,No,Dev,30,17,1
65941,<35,Other,No,Dev,13,11,1
65942,<35,Other,No,Dev,6,6,0
65943,<35,Undergraduate,Yes,Dev,8,7,1
65944,>35,Undergraduate,Yes,Dev,15,13,1
65945,<35,Undergraduate,No,Dev,10,2,1
65946,<35,Undergraduate,No,Dev,6,4,0
65947,<35,Master,No,Dev,8,5,1
65948,<35,Undergraduate,No,Dev,8,5,1
65949,<35,Master,No,Dev,10,6,1
65950,>35,Master,Yes,Dev,18,15,1
65951,<35,Other,No,Dev,5,2,1
65952,<35,Master,No,Dev,7,6,1
65953,<35,Master,No,Dev,10,6,1
65954,>35,Other,No,Dev,40,22,0
65955,<35,Other,No,Dev,2,Less than 1 year,1
65956,>35,Master,No,Dev,19,15,1
65957,>35,Undergraduate,No,NotDev,39,27,0
65958,<35,Other,No,Dev,5,4,1
65959,>35,Master,No,Dev,16,11,0
65960,<35,Master,No,NotDev,5,2,1
65961,<35,Master,No,Dev,11,2,0
65962,<35,Master,No,Dev,22,13,1
65963,<35,Undergraduate,Yes,Dev,8,4,1
65964,<35,Undergraduate,Yes,Dev,11,4,1
65965,<35,Other,No,Dev,10,5,1
65966,>35,Undergraduate,No,Dev,25,25,1
65967,<35,Undergraduate,No,Dev,11,7,1
65968,<35,Master,Yes,Dev,12,5,1
65969,<35,Other,Yes,Dev,4,Less than 1 year,0
65970,<35,PhD,No,Dev,8,8,1
65971,<35,Undergraduate,No,Dev,12,8,1
65972,>35,Master,No,Dev,2,10,0
65973,<35,Master,No,Dev,8,5,1
65974,>35,Undergraduate,No,Dev,20,17,0
65975,>35,Master,No,Dev,24,23,1
65976,<35,Master,No,Dev,5,3,0
65977,<35,Undergraduate,No,Dev,8,7,1
65978,<35,Undergraduate,Yes,Dev,7,3,1
65979,<35,Undergraduate,No,Dev,15,12,1
65980,<35,Other,No,Dev,9,8,0
65981,<35,Master,No,Dev,12,11,1
65982,<35,Other,No,Dev,3,Less than 1 year,0
65983,>35,Other,No,Dev,15,11,1
65984,<35,Master,Yes,Dev,10,6,0
65985,>35,Master,Yes,Dev,15,11,1
65986,<35,Undergraduate,No,Dev,11,6,1
65987,>35,Undergraduate,Yes,Dev,25,20,0
65988,<35,Master,No,Dev,14,10,1
65989,<35,Undergraduate,No,Dev,10,5,1
65990,>35,Other,No,Dev,21,21,1
65991,<35,Master,No,Dev,9,3,1
65992,>35,Other,No,Dev,More than 50 years,49,1
65993,>35,Master,No,Dev,18,15,1
65994,<35,Undergraduate,Yes,Dev,7,2,1
65995,>35,Other,No,Dev,18,16,1
65996,<35,Undergraduate,No,Dev,5,Less than 1 year,0
65997,<35,Master,No,Dev,8,4,0
65998,>35,Master,No,Dev,26,25,1
65999,<35,Undergraduate,No,Dev,13,10,1
66000,>35,PhD,Yes,NotDev,25,4,1
66001,>35,Other,No,Dev,18,16,0
66002,>35,Undergraduate,No,Dev,15,7,1
66003,<35,Master,No,Dev,11,3,1
66004,<35,Undergraduate,No,Dev,8,6,1
66005,>35,Other,No,Dev,20,15,1
66006,<35,Other,No,Dev,14,11,0
66007,<35,Other,Yes,Dev,4,Less than 1 year,0
66008,>35,Undergraduate,Yes,Dev,14,14,1
66009,<35,Other,No,Dev,6,2,0
66010,>35,Master,Yes,Dev,32,22,1
66011,<35,Other,No,Dev,6,Less than 1 year,0
66012,<35,Other,No,NotDev,6,2,0
66013,<35,PhD,No,Dev,20,8,1
66014,<35,Other,No,Dev,13,5,1
66015,>35,PhD,No,NotDev,10,10,1
66016,<35,Undergraduate,No,Dev,10,7,1
66017,>35,Undergraduate,Yes,NotDev,26,20,1
66018,>35,Master,No,Dev,16,9,1
66019,>35,Other,Yes,Dev,27,19,1
66020,>35,Master,No,Dev,18,10,1
66021,<35,Other,No,Dev,3,Less than 1 year,0
66022,>35,Undergraduate,No,Dev,5,1,0
66023,>35,Other,Yes,Dev,29,27,1
66024,<35,Other,No,Dev,10,7,1
66025,<35,Master,No,Dev,9,7,0
66026,<35,Master,Yes,Dev,16,13,1
66027,>35,Undergraduate,Yes,Dev,25,17,1
66028,<35,Undergraduate,No,Dev,14,12,1
66029,<35,Undergraduate,No,Dev,6,2,0
66030,<35,Undergraduate,No,Dev,16,12,1
66031,<35,Master,No,Dev,12,8,0
66032,<35,Undergraduate,No,Dev,13,7,1
66033,<35,Undergraduate,No,Dev,20,13,1
66034,<35,Other,No,Dev,13,9,0
66035,<35,Other,Yes,NotDev,5,3,0
66036,<35,Master,No,Dev,10,4,1
66037,<35,Undergraduate,No,Dev,8,3,0
66038,>35,Master,No,Dev,31,25,1
66039,>35,Master,Yes,Dev,16,12,1
66040,<35,Undergraduate,No,Dev,10,5,1
66041,>35,Undergraduate,No,Dev,21,15,1
66042,>35,Undergraduate,Yes,Dev,25,14,0
66043,>35,Master,No,Dev,40,20,1
66044,<35,Undergraduate,No,Dev,6,4,1
66045,<35,Other,No,Dev,10,5,0
66046,>35,Master,No,Dev,20,13,0
66047,<35,Undergraduate,No,Dev,5,2,0
66048,>35,Undergraduate,No,Dev,20,16,0
66049,<35,Other,No,Dev,15,10,1
66050,>35,Master,Yes,Dev,20,12,1
66051,>35,Undergraduate,No,Dev,20,3,1
66052,<35,Undergraduate,Yes,Dev,10,6,1
66053,>35,Master,No,Dev,20,12,1
66054,<35,Other,No,Dev,1,Less than 1 year,0
66055,<35,Undergraduate,No,Dev,5,3,1
66056,>35,Master,No,Dev,25,18,1
66057,<35,Undergraduate,No,Dev,18,11,1
66058,>35,Master,No,Dev,20,13,1
66059,>35,Undergraduate,No,Dev,40,35,1
66060,>35,Undergraduate,No,Dev,12,6,1
66061,<35,Undergraduate,No,Dev,8,3,1
66062,<35,Other,No,Dev,7,Less than 1 year,0
66063,<35,Undergraduate,No,Dev,12,8,1
66064,>35,Undergraduate,No,Dev,22,15,0
66065,<35,Undergraduate,No,Dev,9,4,0
66066,<35,Other,No,Dev,16,11,1
66067,<35,Undergraduate,No,Dev,5,Less than 1 year,0
66068,>35,Other,No,Dev,35,22,0
66069,>35,Other,No,Dev,21,19,1
66070,<35,Other,No,Dev,7,4,1
66071,>35,Undergraduate,No,Dev,24,18,0
66072,>35,Other,No,Dev,28,20,1
66073,<35,Master,Yes,Dev,14,4,0
66074,>35,Undergraduate,No,Dev,22,17,1
66075,<35,Undergraduate,No,NotDev,2,Less than 1 year,0
66076,>35,Undergraduate,No,Dev,34,34,1
66077,<35,Undergraduate,No,Dev,10,9,1
66078,>35,Other,No,Dev,40,34,1
66079,<35,Master,Yes,Dev,10,5,1
66080,<35,Undergraduate,No,Dev,8,4,0
66081,>35,Other,Yes,Dev,36,26,1
66082,<35,Undergraduate,No,Dev,7,6,1
66083,<35,Undergraduate,No,Dev,5,3,1
66084,<35,Undergraduate,Yes,Dev,10,6,1
66085,<35,Undergraduate,Yes,Dev,14,10,1
66086,<35,Master,Yes,Dev,15,7,1
66087,>35,Master,No,Dev,19,13,1
66088,>35,PhD,Yes,Dev,30,18,0
66089,<35,Undergraduate,Yes,Dev,10,7,0
66090,<35,Undergraduate,No,Dev,5,2,0
66091,>35,Master,No,NotDev,8,3,1
66092,<35,Master,Yes,Dev,4,4,0
66093,>35,Undergraduate,Yes,NotDev,13,13,1
66094,>35,Other,No,Dev,24,20,1
66095,<35,Undergraduate,No,Dev,5,4,0
66096,>35,Master,No,Dev,5,3,1
66097,>35,PhD,Yes,NotDev,10,3,1
66098,<35,PhD,No,Dev,17,7,1
66099,<35,Undergraduate,No,Dev,11,6,1
66100,>35,Undergraduate,No,Dev,20,20,1
66101,<35,Master,Yes,Dev,3,3,1
66102,<35,PhD,No,NotDev,13,8,0
66103,>35,Other,No,Dev,26,20,1
66104,>35,Undergraduate,No,Dev,2,18,0
66105,<35,Undergraduate,No,Dev,15,10,1
66106,<35,Undergraduate,No,Dev,7,Less than 1 year,1
66107,<35,Undergraduate,No,Dev,12,6,1
66108,<35,Undergraduate,No,Dev,3,2,0
66109,>35,Undergraduate,No,Dev,17,13,1
66110,<35,Master,No,Dev,3,2,1
66111,<35,Master,No,Dev,12,8,1
66112,<35,Undergraduate,No,Dev,3,1,0
66113,>35,Other,Yes,Dev,15,12,0
66114,>35,Other,No,Dev,18,14,1
66115,<35,Master,Yes,Dev,16,10,1
66116,<35,Undergraduate,No,Dev,Less than 1 year,Less than 1 year,0
66117,<35,Other,No,Dev,2,1,0
66118,>35,Other,No,Dev,19,16,1
66119,>35,Master,Yes,Dev,14,12,1
66120,>35,Undergraduate,No,Dev,15,10,1
66121,<35,Undergraduate,Yes,Dev,15,10,1
66122,<35,Undergraduate,No,Dev,9,5,1
66123,<35,Other,No,Dev,18,14,1
66124,>35,Other,Yes,Dev,1,Less than 1 year,1
66125,<35,Undergraduate,Yes,Dev,8,5,1
66126,>35,Undergraduate,No,Dev,30,20,1
66127,<35,Undergraduate,Yes,Dev,6,5,1
66128,>35,Undergraduate,No,Dev,50,40,1
66129,>35,Undergraduate,No,Dev,29,20,1
66130,<35,Master,Yes,Dev,8,5,0
66131,<35,Undergraduate,No,Dev,8,2,0
66132,>35,Undergraduate,No,Dev,14,6,1
66133,>35,Other,No,Dev,25,16,0
66134,<35,Undergraduate,No,Dev,16,12,1
66135,>35,Undergraduate,No,Dev,10,7,1
66136,<35,Other,No,Dev,2,1,0
66137,<35,Other,No,Dev,3,1,0
66138,>35,PhD,No,Dev,22,10,1
66139,<35,Undergraduate,Yes,Dev,7,3,1
66140,<35,Undergraduate,Yes,Dev,15,7,1
66141,<35,Undergraduate,No,Dev,6,1,1
66142,>35,Master,Yes,NotDev,43,2,1
66143,<35,Other,Yes,Dev,15,8,1
66144,<35,Other,No,Dev,11,2,0
66145,>35,Undergraduate,No,Dev,19,15,1
66146,>35,Other,No,Dev,46,43,1
66147,>35,Other,No,Dev,25,20,1
66148,<35,Other,Yes,Dev,20,10,1
66149,>35,Other,Yes,Dev,27,25,1
66150,<35,Undergraduate,No,Dev,8,4,0
66151,<35,Undergraduate,Yes,Dev,10,10,1
66152,<35,Undergraduate,No,Dev,12,8,1
66153,>35,Undergraduate,No,Dev,28,23,1
66154,<35,Undergraduate,No,Dev,11,11,1
66155,<35,Undergraduate,No,Dev,3,1,0
66156,<35,Undergraduate,Yes,Dev,4,1,0
66157,<35,Undergraduate,No,Dev,7,4,0
66158,<35,Other,No,Dev,8,2,0
66159,<35,Other,Yes,Dev,5,4,1
66160,<35,Master,No,Dev,10,3,1
66161,<35,Undergraduate,No,Dev,11,7,1
66162,<35,Undergraduate,Yes,Dev,5,1,0
66163,<35,Other,Yes,Dev,11,10,1
66164,<35,Master,Yes,Dev,4,1,1
66165,<35,Undergraduate,No,Dev,8,3,0
66166,>35,Other,Yes,Dev,6,6,1
66167,>35,Master,No,Dev,15,15,1
66168,>35,Undergraduate,No,Dev,22,16,1
66169,<35,Other,Yes,Dev,12,12,1
66170,>35,PhD,No,Dev,34,25,1
66171,<35,Undergraduate,Yes,Dev,Less than 1 year,4,0
66172,>35,Undergraduate,No,Dev,15,7,1
66173,<35,Other,Yes,Dev,7,5,1
66174,>35,Other,No,NotDev,14,11,1
66175,<35,Undergraduate,No,Dev,7,5,1
66176,>35,Master,Yes,NotDev,8,7,0
66177,<35,Master,Yes,Dev,7,6,1
66178,>35,Undergraduate,Yes,Dev,25,25,1
66179,>35,Master,No,Dev,17,10,1
66180,<35,Undergraduate,No,Dev,Less than 1 year,Less than 1 year,0
66181,<35,Undergraduate,No,Dev,13,3,1
66182,>35,PhD,No,Dev,22,13,0
66183,<35,PhD,No,Dev,10,7,1
66184,<35,Undergraduate,Yes,Dev,7,4,1
66185,<35,Undergraduate,No,Dev,7,4,1
66186,>35,Other,No,Dev,3,2,0
66187,<35,Undergraduate,No,Dev,12,6,1
66188,>35,Undergraduate,No,Dev,20,16,0
66189,<35,Master,Yes,Dev,6,Less than 1 year,0
66190,<35,PhD,No,Dev,17,11,1
66191,<35,Master,No,Dev,14,8,1
66192,>35,Undergraduate,No,Dev,23,22,0
66193,>35,Master,No,Dev,25,18,1
66194,<35,Undergraduate,No,Dev,16,11,1
66195,<35,Other,No,Dev,7,4,0
66196,<35,Undergraduate,Yes,Dev,10,5,1
66197,<35,Undergraduate,No,Dev,8,7,0
66198,>35,Undergraduate,No,Dev,25,18,0
66199,<35,Undergraduate,No,Dev,8,4,0
66200,>35,Master,No,Dev,25,15,1
66201,<35,Master,No,Dev,6,Less than 1 year,0
66202,<35,Other,No,Dev,12,6,1
66203,<35,Master,No,Dev,10,5,1
66204,<35,Master,No,Dev,9,7,0
66205,>35,Undergraduate,No,Dev,35,26,1
66206,<35,Other,No,Dev,6,2,1
66207,<35,Master,No,NotDev,11,9,1
66208,<35,Undergraduate,No,Dev,14,5,1
66209,>35,Other,No,Dev,35,31,0
66210,<35,Other,No,Dev,7,1,1
66211,>35,Other,No,Dev,8,6,1
66212,>35,Undergraduate,Yes,Dev,22,17,0
66213,<35,Undergraduate,No,Dev,12,4,1
66214,<35,Undergraduate,No,Dev,6,6,1
66215,<35,Undergraduate,Yes,Dev,7,1,1
66216,<35,Undergraduate,No,Dev,10,2,0
66217,<35,Undergraduate,Yes,Dev,7,12,1
66218,>35,Undergraduate,No,Dev,18,12,1
66219,<35,Undergraduate,No,Dev,8,7,1
66220,>35,Master,No,Dev,27,25,1
66221,<35,Undergraduate,No,Dev,8,4,0
66222,<35,Master,No,Dev,11,6,1
66223,>35,Undergraduate,Yes,Dev,40,32,1
66224,<35,Other,No,Dev,8,6,1
66225,<35,Undergraduate,No,Dev,9,4,0
66226,<35,Undergraduate,No,Dev,17,4,1
66227,<35,Master,Yes,Dev,20,8,1
66228,<35,Other,No,Dev,10,3,0
66229,<35,Undergraduate,No,Dev,6,2,0
66230,>35,Master,No,Dev,5,5,1
66231,<35,Other,No,Dev,5,2,0
66232,<35,Other,Yes,Dev,8,5,1
66233,>35,Other,No,Dev,6,1,0
66234,>35,Undergraduate,No,Dev,20,16,1
66235,<35,Other,No,Dev,7,3,0
66236,<35,Undergraduate,No,NotDev,10,5,1
66237,<35,Master,Yes,Dev,2,2,1
66238,>35,Undergraduate,No,Dev,16,12,0
66239,>35,PhD,No,Dev,23,13,1
66240,<35,Undergraduate,No,Dev,11,4,1
66241,>35,Undergraduate,No,Dev,25,19,1
66242,<35,Undergraduate,Yes,Dev,9,5,1
66243,>35,Undergraduate,No,Dev,20,15,1
66244,>35,Undergraduate,Yes,NotDev,12,9,1
66245,<35,Master,No,NotDev,5,2,1
66246,>35,Undergraduate,Yes,Dev,20,12,1
66247,<35,Undergraduate,No,Dev,11,4,1
66248,>35,Master,No,NotDev,6,6,0
66249,>35,Undergraduate,Yes,Dev,22,13,0
66250,>35,Master,Yes,Dev,33,28,1
66251,<35,Other,No,Dev,6,3,1
66252,<35,Undergraduate,No,Dev,7,3,0
66253,<35,Other,No,NotDev,8,5,1
66254,>35,PhD,No,Dev,27,14,1
66255,<35,Undergraduate,No,Dev,9,5,0
66256,<35,Undergraduate,Yes,Dev,7,5,1
66257,<35,Undergraduate,No,Dev,10,6,1
66258,>35,Other,Yes,Dev,10,6,0
66259,>35,Master,Yes,Dev,19,13,1
66260,>35,Undergraduate,No,Dev,16,13,0
66261,>35,Other,Yes,Dev,25,13,1
66262,>35,Undergraduate,Yes,Dev,19,16,1
66263,<35,Master,No,Dev,10,7,1
66264,>35,Master,No,Dev,19,14,1
66265,<35,Other,Yes,Dev,5,1,0
66266,>35,Undergraduate,No,Dev,25,20,0
66267,<35,Undergraduate,No,Dev,10,5,0
66268,>35,Undergraduate,Yes,Dev,20,12,1
66269,<35,Undergraduate,No,Dev,5,4,0
66270,>35,Undergraduate,No,NotDev,18,12,1
66271,<35,Undergraduate,No,Dev,5,Less than 1 year,1
66272,>35,Master,Yes,Dev,21,6,1
66273,<35,Undergraduate,No,Dev,14,9,1
66274,>35,Other,No,Dev,40,34,1
66275,<35,Undergraduate,No,Dev,10,8,1
66276,>35,Undergraduate,No,Dev,40,35,1
66277,<35,Undergraduate,No,Dev,12,9,1
66278,<35,Undergraduate,No,Dev,8,4,1
66279,>35,PhD,No,NotDev,36,30,1
66280,>35,Master,No,Dev,20,10,1
66281,>35,Undergraduate,No,Dev,21,19,1
66282,<35,Other,No,Dev,16,13,1
66283,<35,Other,No,Dev,19,16,1
66284,<35,Other,Yes,Dev,15,11,1
66285,<35,Master,Yes,Dev,6,5,1
66286,>35,Master,Yes,Dev,16,10,1
66287,>35,Other,Yes,Dev,8,7,0
66288,<35,Master,No,Dev,19,12,1
66289,<35,Other,Yes,Dev,4,2,1
66290,>35,Master,No,Dev,27,22,1
66291,<35,Master,Yes,Dev,14,7,1
66292,<35,Master,Yes,Dev,Less than 1 year,2,1
66293,>35,Master,No,NotDev,30,25,1
66294,<35,Other,No,Dev,2,2,0
66295,<35,Undergraduate,Yes,Dev,12,10,1
66296,<35,Other,No,Dev,1,1,0
66297,>35,Other,No,Dev,7,5,0
66298,>35,Other,No,Dev,5,3,0
66299,>35,Other,No,Dev,30,23,1
66300,>35,Undergraduate,No,Dev,21,17,1
66301,>35,Other,No,Dev,22,9,0
66302,>35,PhD,No,Dev,44,40,1
66303,<35,Undergraduate,No,Dev,6,5,1
66304,<35,Undergraduate,No,Dev,10,6,1
66305,<35,Undergraduate,No,Dev,3,9,0
66306,<35,Other,No,Dev,20,10,0
66307,<35,Undergraduate,Yes,Dev,8,3,1
66308,<35,Other,No,Dev,4,2,0
66309,>35,Other,No,NotDev,20,20,1
66310,<35,Undergraduate,No,Dev,16,7,1
66311,<35,Undergraduate,No,Dev,7,2,0
66312,<35,Other,No,Dev,4,2,0
66313,<35,Undergraduate,Yes,Dev,13,3,0
66314,>35,Other,Yes,Dev,12,8,1
66315,>35,Undergraduate,No,Dev,23,20,1
66316,>35,Undergraduate,No,Dev,26,23,1
66317,>35,Master,No,Dev,9,5,0
66318,<35,Master,No,Dev,10,6,1
66319,>35,Other,No,Dev,14,11,1
66320,>35,Undergraduate,No,Dev,6,4,1
66321,>35,Undergraduate,No,Dev,19,16,1
66322,<35,Master,No,NotDev,21,12,1
66323,>35,Master,Yes,Dev,12,10,1
66324,<35,Undergraduate,No,Dev,3,Less than 1 year,0
66325,>35,Master,No,Dev,27,25,1
66326,>35,Master,No,Dev,18,8,0
66327,>35,Undergraduate,Yes,Dev,20,14,0
66328,<35,Master,No,Dev,8,5,0
66329,>35,Undergraduate,Yes,Dev,40,38,1
66330,>35,Undergraduate,Yes,Dev,44,46,0
66331,<35,Undergraduate,No,Dev,8,4,1
66332,<35,Other,No,Dev,18,8,1
66333,<35,Other,No,Dev,10,5,1
66334,<35,Undergraduate,Yes,Dev,7,6,1
66335,<35,Undergraduate,Yes,Dev,18,12,1
66336,<35,Undergraduate,No,Dev,14,10,1
66337,>35,Master,No,Dev,19,14,1
66338,<35,Master,No,Dev,10,4,0
66339,<35,Undergraduate,No,Dev,7,4,1
66340,>35,Undergraduate,No,Dev,18,7,1
66341,<35,Other,No,Dev,6,2,1
66342,>35,Master,No,Dev,35,15,1
66343,>35,Master,No,Dev,22,15,1
66344,>35,Other,No,Dev,4,2,0
66345,<35,Other,Yes,Dev,7,3,0
66346,<35,Undergraduate,No,Dev,14,9,1
66347,>35,Master,No,Dev,24,13,1
66348,>35,Master,No,Dev,19,17,1
66349,<35,Other,Yes,Dev,2,2,0
66350,>35,Undergraduate,No,Dev,36,32,1
66351,<35,Undergraduate,No,Dev,10,7,0
66352,<35,Undergraduate,No,Dev,3,1,0
66353,<35,Undergraduate,No,Dev,24,14,1
66354,<35,Master,Yes,NotDev,15,7,1
66355,<35,Master,No,Dev,13,8,0
66356,>35,Undergraduate,Yes,Dev,21,17,1
66357,>35,Undergraduate,No,Dev,9,4,1
66358,<35,Other,No,Dev,6,3,0
66359,>35,Undergraduate,Yes,Dev,7,7,1
66360,>35,Other,No,Dev,5,3,1
66361,<35,Undergraduate,No,Dev,9,5,1
66362,<35,Undergraduate,No,Dev,4,3,1
66363,<35,Undergraduate,No,Dev,7,3,1
66364,<35,Master,Yes,Dev,8,3,0
66365,>35,Master,No,Dev,22,15,0
66366,<35,Undergraduate,Yes,Dev,10,6,0
66367,>35,Master,No,Dev,35,25,1
66368,>35,Master,No,Dev,6,6,1
66369,>35,Undergraduate,No,Dev,6,5,1
66370,<35,Undergraduate,No,Dev,16,9,1
66371,>35,Undergraduate,No,Dev,16,12,1
66372,<35,Undergraduate,No,Dev,9,5,1
66373,>35,Other,No,Dev,19,16,0
66374,>35,Other,No,Dev,20,15,1
66375,>35,Master,No,Dev,7,7,1
66376,>35,Other,No,Dev,30,15,1
66377,<35,Undergraduate,No,Dev,7,4,1
66378,>35,Other,No,Dev,30,23,1
66379,<35,Other,No,Dev,9,Less than 1 year,0
66380,<35,Undergraduate,No,Dev,6,3,1
66381,<35,Master,No,Dev,14,9,1
66382,<35,Other,Yes,Dev,15,12,0
66383,<35,Master,No,Dev,9,9,1
66384,>35,Master,No,Dev,36,22,1
66385,>35,Other,Yes,Dev,30,25,1
66386,>35,Undergraduate,No,Dev,14,9,1
66387,>35,Undergraduate,No,Dev,24,22,1
66388,<35,Other,Yes,Dev,18,14,0
66389,>35,Master,No,Dev,2,2,0
66390,<35,Master,No,Dev,10,8,0
66391,<35,Undergraduate,No,Dev,8,6,1
66392,<35,Undergraduate,No,NotDev,2,1,0
66393,<35,Undergraduate,No,Dev,9,4,1
66394,<35,Other,No,NotDev,4,2,1
66395,<35,Other,No,Dev,15,8,1
66396,<35,Undergraduate,No,Dev,12,9,1
66397,<35,Master,No,Dev,8,3,0
66398,<35,Undergraduate,No,Dev,8,4,1
66399,<35,Master,No,Dev,10,6,1
66400,<35,Master,Yes,NotDev,Less than 1 year,Less than 1 year,0
66401,<35,Undergraduate,No,Dev,12,8,0
66402,>35,Undergraduate,No,Dev,15,10,1
66403,<35,Other,No,Dev,5,3,0
66404,>35,Undergraduate,No,Dev,20,18,1
66405,>35,Other,No,Dev,10,8,0
66406,>35,Master,Yes,NotDev,6,5,1
66407,<35,Other,No,Dev,9,10,0
66408,<35,Undergraduate,Yes,Dev,15,9,0
66409,<35,Master,No,Dev,12,10,1
66410,<35,Undergraduate,No,Dev,11,8,1
66411,>35,Other,No,Dev,26,24,1
66412,>35,Undergraduate,No,Dev,32,22,1
66413,<35,Undergraduate,No,Dev,19,15,1
66414,>35,Master,Yes,Dev,17,11,1
66415,<35,Master,No,Dev,10,6,1
66416,>35,Master,No,Dev,15,13,1
66417,>35,Undergraduate,No,Dev,25,20,0
66418,<35,Undergraduate,No,Dev,10,6,1
66419,>35,Undergraduate,No,Dev,14,10,1
66420,>35,Undergraduate,No,Dev,20,3,1
66421,<35,Undergraduate,No,Dev,3,1,0
66422,<35,Other,No,Dev,7,4,0
66423,<35,PhD,No,Dev,17,5,1
66424,<35,Undergraduate,Yes,Dev,8,7,1
66425,<35,Undergraduate,No,Dev,11,5,1
66426,<35,Other,No,Dev,14,2,0
66427,<35,Master,No,Dev,16,10,0
66428,>35,Undergraduate,No,Dev,28,18,1
66429,<35,Master,No,Dev,8,3,1
66430,<35,Master,No,Dev,8,Less than 1 year,0
66431,<35,Master,No,Dev,10,3,1
66432,<35,Other,No,Dev,12,4,0
66433,>35,Other,No,Dev,15,15,0
66434,<35,Undergraduate,Yes,Dev,15,11,1
66435,<35,Undergraduate,No,Dev,12,6,1
66436,<35,Undergraduate,Yes,Dev,12,6,0
66437,>35,Undergraduate,No,Dev,22,12,0
66438,<35,Undergraduate,No,Dev,5,Less than 1 year,0
66439,>35,PhD,Yes,Dev,29,15,1
66440,>35,Other,No,Dev,16,9,0
66441,<35,Undergraduate,No,Dev,10,4,1
66442,>35,Master,No,Dev,34,31,1
